machineID,layer_height [mm],print_speed [mm/s],nozzle_temperature [°C],bed_temperature [°C],filament_diameter [mm],failure_type
7413,0.13,55.92,190.09,55.67,1.76,2
7414,0.32,35.91,191.99,61.6,1.73,2
7415,0.13,88.13,219.3,66.53,1.79,2
7416,0.26,82.9,179.51,60.1,1.73,0
7417,0.43,60.81,214.66,62.52,1.79,2
7418,0.17,34.08,216.46,66.43,1.82,5
7419,0.5,36.07,209.62,63.91,1.81,0
7420,0.16,84.56,200.81,62.24,1.75,2
7421,0.22,63.94,181.02,61.22,1.64,0
7422,0.34,90.57,203.11,55.6,1.7,3
7423,0.24,88.51,178.73,55.88,1.85,3
7424,0.28,76.9,220.86,64.87,1.75,1
7425,0.43,99.06,192.49,62.06,1.8,2
7426,0.3,90.56,191.62,70.21,1.76,5
7427,0.16,72.35,199.18,57.54,1.72,1
7428,0.25,86.95,202.2,70.79,1.65,1
7429,0.25,72.39,199.51,59.6,1.83,3
7430,0.19,80.07,210.9,61.38,1.82,3
7431,0.37,47.02,204.12,50.1,1.76,4
7432,0.25,72.29,210.46,59.63,1.68,1
7433,0.12,78.75,196.19,52.58,1.71,1
7434,0.36,67.23,204.85,61.39,1.8,0
7435,0.43,37.69,206.25,62.2,1.71,1
7436,0.36,96.26,185.97,53.9,1.88,4
7437,0.4,44.16,204.43,61.35,1.76,4
7438,0.38,36.17,197.68,56.78,1.76,5
7439,0.41,97.06,185.8,64.91,1.74,5
7440,0.28,34.7,199.47,70.11,1.78,5
7441,0.46,31.34,219.64,53.91,1.7,3
7442,0.28,81.82,213.63,50.79,1.73,5
7443,0.13,75.25,210.07,64.61,1.84,1
7444,0.15,99.02,215.36,55.0,1.75,5
7445,0.3,52.72,217.13,51.71,1.74,0
7446,0.2,68.38,210.28,64.55,1.68,0
7447,0.15,84.47,203.22,61.29,1.73,0
7448,0.19,34.13,216.05,55.36,1.75,5
7449,0.23,36.29,219.3,57.07,1.73,3
7450,0.46,57.0,193.87,60.72,1.78,1
7451,0.16,89.1,208.62,60.62,1.75,3
7452,0.41,38.16,209.36,70.23,1.7,2
7453,0.13,82.97,207.99,53.06,1.74,1
7454,0.43,66.35,202.21,56.11,1.75,4
7455,0.16,98.14,180.69,51.4,1.78,2
7456,0.37,88.91,186.91,66.89,1.79,4
7457,0.2,69.8,179.84,52.99,1.64,1
7458,0.43,95.51,204.77,54.59,1.76,2
7459,0.4,47.79,206.15,60.7,1.81,3
7460,0.15,92.29,203.28,59.87,1.72,4
7461,0.25,72.2,197.97,60.1,1.74,0
7462,0.38,84.2,209.45,54.57,1.77,1
7463,0.27,99.28,190.12,58.92,1.83,0
7464,0.21,36.12,197.82,57.01,1.74,2
7465,0.15,39.84,217.07,61.37,1.69,0
7466,0.2,88.9,184.59,58.07,1.63,0
7467,0.47,85.84,208.64,60.52,1.79,2
7468,0.24,31.26,194.92,56.35,1.77,5
7469,0.27,68.25,181.32,61.88,1.72,5
7470,0.34,35.04,190.3,68.67,1.74,3
7471,0.49,85.5,197.31,61.03,1.72,2
7472,0.48,91.03,197.49,53.33,1.69,4
7473,0.5,38.32,211.81,55.44,1.71,4
7474,0.13,60.14,204.73,54.37,1.75,2
7475,0.21,82.19,208.22,59.69,1.7,1
7476,0.45,51.29,212.38,66.31,1.77,2
7477,0.26,71.61,197.51,57.38,1.73,2
7478,0.36,75.72,187.19,63.04,1.77,3
7479,0.11,44.19,201.75,68.28,1.74,3
7480,0.43,68.08,189.62,56.52,1.71,0
7481,0.46,96.51,191.06,68.51,1.74,2
7482,0.22,68.44,210.41,63.31,1.77,2
7483,0.27,85.98,208.78,59.28,1.8,5
7484,0.44,90.27,199.27,50.52,1.81,2
7485,0.33,79.08,189.49,57.33,1.73,4
7486,0.22,67.36,198.59,60.34,1.78,4
7487,0.13,36.06,197.66,58.36,1.71,2
7488,0.32,49.66,204.63,66.84,1.74,4
7489,0.32,72.01,188.31,56.93,1.73,3
7490,0.5,54.38,207.46,54.6,1.78,2
7491,0.38,78.99,198.63,50.67,1.78,2
7492,0.17,62.42,209.39,56.48,1.78,5
7493,0.42,51.27,207.21,60.5,1.74,0
7494,0.3,44.93,199.47,57.19,1.77,4
7495,0.18,78.21,198.62,66.78,1.71,5
7496,0.27,90.02,179.03,67.01,1.67,0
7497,0.11,68.85,192.43,63.65,1.78,0
7498,0.29,72.53,198.78,58.12,1.74,3
7499,0.21,58.94,206.28,61.49,1.66,3
7500,0.35,65.21,181.63,63.53,1.68,0
7501,0.4,81.29,199.46,55.9,1.71,5
7502,0.23,91.13,196.9,64.06,1.78,1
7503,0.43,66.59,208.21,67.75,1.75,1
7504,0.32,90.96,172.08,54.36,1.67,4
7505,0.28,56.23,213.85,63.93,1.71,5
7506,0.43,33.7,208.86,57.89,1.69,4
7507,0.14,74.89,206.91,56.78,1.78,4
7508,0.34,32.07,196.68,57.76,1.76,3
7509,0.33,42.08,183.05,63.59,1.86,1
7510,0.48,92.23,207.38,59.46,1.71,4
7511,0.15,42.32,188.86,58.01,1.75,1
7512,0.22,58.83,187.16,60.04,1.69,5
7513,0.34,49.17,210.42,58.38,1.87,5
7514,0.48,66.42,201.35,61.0,1.72,2
7515,0.39,85.79,193.12,60.4,1.7,2
7516,0.13,56.59,189.26,63.99,1.88,1
7517,0.19,37.9,217.71,54.48,1.73,4
7518,0.36,64.94,187.11,63.71,1.73,2
7519,0.34,47.15,194.24,61.98,1.78,4
7520,0.5,50.69,196.81,62.08,1.75,5
7521,0.23,33.35,194.12,64.33,1.78,1
7522,0.16,44.35,197.21,64.22,1.79,1
7523,0.24,31.84,192.66,68.93,1.63,5
7524,0.35,58.82,181.97,72.42,1.79,4
7525,0.37,53.1,200.81,60.94,1.77,1
7526,0.42,61.04,207.35,67.23,1.76,0
7527,0.16,91.23,194.87,66.19,1.84,5
7528,0.17,75.32,210.96,63.07,1.75,4
7529,0.49,55.82,194.22,61.46,1.73,4
7530,0.13,55.16,182.98,66.81,1.82,1
7531,0.11,55.9,211.65,58.8,1.79,5
7532,0.18,74.1,191.86,55.85,1.8,0
7533,0.15,80.88,199.34,52.14,1.79,4
7534,0.47,64.3,198.55,69.75,1.75,1
7535,0.45,33.89,202.97,67.86,1.75,2
7536,0.25,59.61,204.97,56.47,1.78,3
7537,0.48,47.71,203.45,57.0,1.71,2
7538,0.3,46.94,206.65,58.01,1.77,4
7539,0.19,92.62,210.74,53.98,1.75,4
7540,0.13,66.46,201.7,63.46,1.7,3
7541,0.48,79.83,211.39,58.04,1.78,3
7542,0.39,93.0,222.36,62.45,1.81,1
7543,0.38,41.15,187.13,54.56,1.81,2
7544,0.19,52.7,214.04,60.29,1.74,0
7545,0.48,68.0,191.55,60.41,1.75,0
7546,0.35,46.31,190.89,58.04,1.71,4
7547,0.32,65.88,182.67,59.95,1.76,0
7548,0.29,43.18,212.37,64.64,1.74,3
7549,0.49,69.38,184.56,60.11,1.67,3
7550,0.13,84.72,199.99,62.51,1.72,2
7551,0.23,91.44,200.15,58.8,1.75,2
7552,0.28,60.78,196.76,51.69,1.78,0
7553,0.33,53.23,203.08,66.99,1.76,0
7554,0.46,92.54,211.52,67.73,1.68,0
7555,0.2,70.18,180.07,53.88,1.78,0
7556,0.24,63.69,201.21,60.77,1.7,4
7557,0.33,96.5,206.53,65.48,1.88,3
7558,0.41,45.06,199.77,61.71,1.69,2
7559,0.41,95.94,201.59,59.15,1.7,1
7560,0.11,84.47,200.44,60.63,1.77,4
7561,0.21,38.74,198.68,66.49,1.77,2
7562,0.26,40.17,211.92,64.77,1.74,4
7563,0.37,95.93,194.07,65.83,1.73,3
7564,0.31,33.04,189.02,52.18,1.84,0
7565,0.29,64.67,186.79,59.61,1.74,4
7566,0.1,72.48,193.36,60.09,1.71,5
7567,0.29,43.15,189.05,58.15,1.76,2
7568,0.15,99.84,200.86,54.29,1.77,3
7569,0.44,42.18,176.89,54.28,1.7,4
7570,0.47,47.35,186.22,56.84,1.79,0
7571,0.23,56.61,221.24,57.9,1.74,0
7572,0.18,88.32,194.86,60.91,1.72,3
7573,0.2,50.78,194.04,61.63,1.77,3
7574,0.13,49.08,188.71,53.35,1.71,5
7575,0.11,77.46,197.37,55.92,1.72,1
7576,0.17,75.03,220.96,59.7,1.83,4
7577,0.14,86.33,201.49,59.71,1.71,2
7578,0.16,94.36,189.85,55.34,1.75,0
7579,0.45,41.25,177.83,64.9,1.73,5
7580,0.38,35.88,198.09,57.79,1.65,2
7581,0.46,49.69,200.0,49.08,1.77,4
7582,0.11,91.12,203.53,61.81,1.79,3
7583,0.49,58.77,221.53,58.74,1.83,3
7584,0.19,55.38,195.89,57.79,1.7,0
7585,0.26,55.9,181.38,61.34,1.67,3
7586,0.21,62.09,209.68,60.52,1.73,2
7587,0.31,82.59,201.65,59.0,1.82,1
7588,0.15,85.33,206.14,54.38,1.8,5
7589,0.14,82.4,217.89,58.26,1.77,0
7590,0.25,79.57,191.51,59.06,1.74,3
7591,0.43,84.51,195.39,69.11,1.71,0
7592,0.11,40.72,205.68,61.93,1.78,4
7593,0.25,53.29,200.44,56.0,1.75,3
7594,0.42,70.02,212.11,61.73,1.75,0
7595,0.39,60.45,176.58,69.0,1.78,0
7596,0.26,47.77,203.71,58.97,1.69,0
7597,0.41,82.63,202.98,69.52,1.86,3
7598,0.46,61.53,198.42,59.75,1.73,1
7599,0.49,43.86,201.19,67.84,1.81,1
7600,0.36,92.16,201.49,61.84,1.74,0
7601,0.46,99.83,190.24,58.74,1.74,5
7602,0.26,36.23,208.9,72.98,1.81,0
7603,0.41,61.86,204.67,55.08,1.68,1
7604,0.29,80.02,205.05,55.84,1.74,4
7605,0.29,76.09,194.0,60.38,1.78,2
7606,0.37,70.99,202.49,53.79,1.76,5
7607,0.35,40.4,201.6,61.75,1.69,3
7608,0.2,76.2,200.78,60.46,1.73,3
7609,0.46,47.17,190.46,58.75,1.68,4
7610,0.44,43.67,207.46,62.19,1.83,5
7611,0.24,93.06,199.33,71.62,1.75,4
7612,0.42,98.95,197.65,55.29,1.74,4
7613,0.44,86.17,188.18,56.8,1.8,2
7614,0.16,73.6,207.47,64.4,1.79,5
7615,0.32,83.5,192.17,59.28,1.75,3
7616,0.47,44.23,224.03,55.1,1.74,2
7617,0.33,77.41,183.52,68.84,1.77,1
7618,0.42,80.91,216.07,66.05,1.76,3
7619,0.28,34.13,219.67,55.33,1.69,2
7620,0.44,72.07,202.55,54.85,1.86,3
7621,0.45,53.2,208.61,61.98,1.77,2
7622,0.28,53.48,206.87,67.34,1.8,5
7623,0.15,51.02,213.06,50.48,1.77,1
7624,0.35,61.9,208.77,66.26,1.64,5
7625,0.27,36.63,202.57,60.98,1.73,0
7626,0.46,76.0,185.25,58.87,1.85,2
7627,0.34,93.3,179.54,48.67,1.64,0
7628,0.39,78.37,208.28,69.06,1.81,1
7629,0.25,67.04,207.11,55.78,1.77,0
7630,0.14,65.02,203.54,59.3,1.75,1
7631,0.41,90.22,202.75,60.84,1.8,4
7632,0.17,48.65,205.51,59.63,1.83,1
7633,0.25,82.88,183.83,57.07,1.77,0
7634,0.26,94.46,197.23,58.1,1.81,2
7635,0.1,83.24,198.8,59.58,1.71,4
7636,0.34,60.01,197.41,57.9,1.83,3
7637,0.19,32.04,205.28,59.29,1.71,4
7638,0.46,52.84,185.33,58.24,1.74,5
7639,0.36,94.71,202.86,54.54,1.65,1
7640,0.43,49.8,202.94,53.74,1.81,4
7641,0.49,37.38,195.31,56.51,1.78,0
7642,0.43,80.95,212.77,60.01,1.69,3
7643,0.49,74.77,194.84,55.62,1.67,2
7644,0.43,75.96,178.82,62.36,1.73,0
7645,0.34,96.76,202.64,57.9,1.8,5
7646,0.37,95.53,202.41,64.92,1.74,5
7647,0.32,83.39,197.99,61.99,1.75,5
7648,0.4,32.84,206.88,54.01,1.72,1
7649,0.27,74.04,197.92,53.12,1.74,5
7650,0.21,83.09,209.62,61.35,1.77,3
7651,0.32,95.23,196.5,52.09,1.87,2
7652,0.25,81.05,200.36,56.76,1.73,1
7653,0.29,95.94,204.77,65.77,1.72,4
7654,0.42,53.53,182.17,51.96,1.8,4
7655,0.36,69.98,204.57,62.97,1.67,0
7656,0.2,86.12,195.8,55.65,1.84,1
7657,0.24,53.55,203.76,54.53,1.76,0
7658,0.46,52.37,197.94,66.58,1.8,2
7659,0.35,87.78,198.77,62.34,1.73,3
7660,0.48,61.52,197.91,60.85,1.78,3
7661,0.44,34.29,191.78,67.54,1.79,5
7662,0.16,77.76,188.69,57.47,1.77,0
7663,0.22,36.8,185.84,55.21,1.63,1
7664,0.44,83.0,197.16,63.14,1.78,4
7665,0.31,83.98,205.42,57.07,1.73,5
7666,0.18,32.3,220.53,59.72,1.82,3
7667,0.22,52.11,203.48,64.73,1.74,3
7668,0.39,58.05,217.96,63.1,1.72,1
7669,0.42,52.39,204.65,61.42,1.82,1
7670,0.45,70.57,184.98,69.54,1.64,4
7671,0.34,53.38,201.8,59.1,1.64,2
7672,0.49,74.19,185.37,51.93,1.71,4
7673,0.17,59.71,208.22,44.93,1.82,4
7674,0.37,95.0,224.6,56.44,1.7,1
7675,0.45,80.49,190.13,75.9,1.74,3
7676,0.13,76.09,205.71,61.47,1.73,0
7677,0.23,45.63,211.88,61.65,1.83,4
7678,0.2,83.37,213.21,67.0,1.7,0
7679,0.3,37.93,192.24,62.05,1.8,2
7680,0.19,83.58,194.55,64.24,1.7,4
7681,0.15,49.86,189.62,52.59,1.79,0
7682,0.17,42.02,207.26,61.91,1.8,2
7683,0.49,68.84,207.61,52.34,1.73,1
7684,0.23,60.58,216.01,59.31,1.76,5
7685,0.16,56.98,211.57,59.91,1.75,1
7686,0.32,89.28,194.99,60.2,1.8,3
7687,0.29,41.58,180.05,62.05,1.66,0
7688,0.37,98.55,192.08,61.8,1.71,3
7689,0.42,63.62,189.23,52.17,1.8,4
7690,0.24,70.83,210.62,64.16,1.79,3
7691,0.13,81.06,197.97,56.64,1.76,2
7692,0.43,43.66,202.85,70.83,1.75,5
7693,0.26,87.24,193.39,59.87,1.79,4
7694,0.33,41.28,198.18,55.18,1.81,1
7695,0.49,91.25,183.62,68.21,1.74,3
7696,0.12,37.49,200.51,59.87,1.68,5
7697,0.31,31.64,216.78,64.3,1.84,2
7698,0.28,73.37,198.49,51.28,1.74,3
7699,0.49,50.0,209.72,60.91,1.83,2
7700,0.21,62.51,195.85,60.72,1.76,0
7701,0.13,74.78,196.72,68.78,1.75,3
7702,0.33,62.32,171.09,63.94,1.84,0
7703,0.34,94.67,202.22,54.27,1.78,2
7704,0.24,41.73,194.15,53.12,1.8,1
7705,0.33,61.85,212.3,58.35,1.77,1
7706,0.41,58.93,191.87,67.51,1.7,2
7707,0.26,59.01,190.76,58.82,1.79,5
7708,0.32,63.24,185.22,57.42,1.81,0
7709,0.13,97.7,222.18,57.12,1.76,2
7710,0.34,70.14,198.72,62.52,1.8,1
7711,0.13,55.86,202.83,54.79,1.77,4
7712,0.34,35.16,194.71,54.27,1.82,2
7713,0.16,77.58,195.03,53.16,1.66,4
7714,0.22,92.14,197.67,60.18,1.78,1
7715,0.25,31.43,204.63,61.49,1.75,5
7716,0.15,33.99,208.62,66.46,1.77,2
7717,0.2,32.64,195.85,62.4,1.78,4
7718,0.14,76.11,206.94,63.51,1.8,3
7719,0.45,50.17,191.18,60.43,1.79,0
7720,0.24,73.13,201.03,52.74,1.75,4
7721,0.42,80.1,204.27,58.06,1.76,1
7722,0.42,54.79,189.55,64.9,1.75,1
7723,0.15,99.66,186.36,61.92,1.72,3
7724,0.34,63.26,196.41,64.67,1.76,2
7725,0.41,80.01,218.25,57.03,1.7,0
7726,0.17,65.35,203.36,60.64,1.77,0
7727,0.45,37.16,197.5,57.27,1.78,4
7728,0.35,45.31,201.88,61.48,1.76,1
7729,0.44,93.51,197.95,57.1,1.8,1
7730,0.38,65.09,192.7,57.18,1.85,3
7731,0.38,37.85,217.7,59.33,1.74,0
7732,0.44,56.74,197.4,69.41,1.78,3
7733,0.47,81.42,196.68,50.96,1.76,0
7734,0.2,36.4,219.73,67.36,1.76,0
7735,0.21,66.28,196.78,67.42,1.78,0
7736,0.24,31.48,198.56,63.59,1.79,1
7737,0.25,48.87,208.33,65.86,1.69,0
7738,0.35,99.17,199.75,53.99,1.77,2
7739,0.1,83.24,184.86,64.83,1.78,3
7740,0.41,42.67,191.55,70.98,1.72,1
7741,0.17,94.57,207.25,54.97,1.7,4
7742,0.18,75.69,200.14,50.3,1.78,5
7743,0.4,71.48,201.8,59.72,1.74,3
7744,0.48,67.17,188.27,49.78,1.76,3
7745,0.16,90.11,207.69,64.31,1.8,0
7746,0.15,94.63,226.9,66.9,1.8,2
7747,0.27,55.22,198.78,59.52,1.69,5
7748,0.11,84.8,217.87,64.52,1.81,5
7749,0.11,66.87,204.96,65.72,1.79,3
7750,0.46,68.57,216.98,62.28,1.78,3
7751,0.33,44.6,197.43,53.01,1.74,1
7752,0.27,30.68,196.95,59.31,1.72,0
7753,0.49,74.29,204.18,69.94,1.78,1
7754,0.19,81.47,183.7,68.63,1.74,5
7755,0.29,93.37,201.92,64.66,1.77,0
7756,0.35,93.47,190.52,63.27,1.76,0
7757,0.11,77.89,153.97,60.95,1.76,4
7758,0.44,53.82,221.66,67.07,1.78,3
7759,0.35,79.17,200.22,61.54,1.68,4
7760,0.2,60.01,188.63,60.53,1.78,5
7761,0.13,70.0,194.86,60.1,1.77,1
7762,0.13,75.8,221.22,57.99,1.74,4
7763,0.15,39.27,182.08,61.8,1.73,3
7764,0.46,40.63,196.52,56.28,1.81,0
7765,0.47,56.17,196.4,55.19,1.76,0
7766,0.38,61.64,205.61,62.14,1.74,5
7767,0.24,90.35,205.21,64.46,1.7,2
7768,0.21,78.39,199.34,65.78,1.67,0
7769,0.24,60.33,196.48,61.68,1.65,2
7770,0.3,58.56,208.85,60.31,1.65,5
7771,0.37,66.85,208.43,67.63,1.64,2
7772,0.2,99.54,198.75,65.58,1.74,2
7773,0.5,90.29,207.04,62.75,1.74,4
7774,0.33,83.77,207.72,58.6,1.81,0
7775,0.25,90.58,193.17,49.75,1.77,1
7776,0.25,63.62,190.48,63.99,1.72,2
7777,0.46,45.78,194.37,57.06,1.78,5
7778,0.24,61.55,192.21,70.03,1.81,2
7779,0.32,87.6,200.35,58.96,1.82,5
7780,0.14,91.37,192.1,62.43,1.74,5
7781,0.44,41.38,210.9,58.09,1.81,0
7782,0.13,49.41,204.97,58.85,1.77,5
7783,0.24,36.28,203.18,57.19,1.74,1
7784,0.24,63.52,195.18,59.94,1.68,5
7785,0.24,37.86,191.15,65.02,1.81,4
7786,0.16,33.64,198.96,56.93,1.76,5
7787,0.16,80.41,219.85,58.48,1.77,2
7788,0.12,44.63,207.7,54.61,1.68,2
7789,0.14,48.99,204.73,54.74,1.65,4
7790,0.35,72.41,202.03,59.12,1.76,3
7791,0.29,72.12,204.96,62.44,1.73,1
7792,0.27,75.51,209.37,64.69,1.65,5
7793,0.38,65.07,187.46,54.68,1.76,3
7794,0.14,95.87,205.16,66.89,1.7,3
7795,0.11,40.21,197.14,67.95,1.73,2
7796,0.4,96.97,203.46,66.99,1.8,1
7797,0.13,62.74,203.09,61.49,1.67,1
7798,0.44,68.03,218.55,56.5,1.69,4
7799,0.17,38.22,205.33,74.7,1.7,0
7800,0.28,59.98,185.97,59.45,1.75,2
7801,0.19,78.98,195.28,66.11,1.69,0
7802,0.36,96.6,210.88,68.63,1.64,5
7803,0.14,75.89,204.21,60.09,1.71,2
7804,0.49,72.28,192.39,62.3,1.75,3
7805,0.18,49.89,190.34,59.2,1.77,3
7806,0.15,53.98,211.45,57.93,1.79,3
7807,0.48,57.51,206.12,51.74,1.75,1
7808,0.27,97.24,188.8,53.54,1.69,1
7809,0.46,64.55,191.45,61.9,1.7,3
7810,0.23,39.08,204.98,62.91,1.73,3
7811,0.48,76.31,202.27,66.95,1.77,5
7812,0.3,74.8,189.75,52.11,1.78,5
7813,0.23,81.08,190.54,57.68,1.77,5
7814,0.33,40.54,206.83,64.12,1.78,2
7815,0.15,93.76,209.74,57.87,1.78,5
7816,0.33,45.69,214.28,60.0,1.74,2
7817,0.1,90.77,190.42,46.58,1.75,4
7818,0.39,72.96,184.89,60.47,1.7,0
7819,0.25,81.06,196.36,61.68,1.81,1
7820,0.17,86.36,202.5,60.13,1.72,1
7821,0.16,30.83,200.1,61.2,1.71,5
7822,0.25,43.39,190.37,65.89,1.66,5
7823,0.34,91.52,210.57,63.66,1.78,2
7824,0.18,47.71,204.7,61.45,1.74,5
7825,0.35,82.28,185.51,63.39,1.78,5
7826,0.26,87.01,205.7,64.27,1.72,4
7827,0.47,49.41,181.44,69.77,1.64,0
7828,0.47,48.18,216.18,60.87,1.72,4
7829,0.21,48.77,208.03,56.41,1.76,3
7830,0.25,68.78,200.58,61.33,1.8,4
7831,0.39,69.9,197.7,61.79,1.78,4
7832,0.21,37.1,209.52,57.38,1.73,0
7833,0.3,39.41,197.01,57.28,1.73,4
7834,0.18,83.86,187.28,56.44,1.8,5
7835,0.3,54.6,206.37,66.02,1.71,0
7836,0.32,33.71,208.03,54.1,1.68,3
7837,0.32,96.07,197.43,67.03,1.74,0
7838,0.16,47.44,187.1,52.63,1.84,4
7839,0.31,32.1,204.1,58.81,1.75,3
7840,0.35,71.21,206.62,60.15,1.8,2
7841,0.42,59.08,180.63,71.09,1.78,0
7842,0.46,84.77,208.72,58.56,1.65,5
7843,0.27,70.12,203.53,63.21,1.72,5
7844,0.2,65.8,199.42,64.5,1.77,1
7845,0.22,99.74,199.8,63.62,1.8,1
7846,0.46,56.79,192.45,55.83,1.77,0
7847,0.26,88.79,205.08,53.47,1.78,3
7848,0.4,40.95,196.02,54.8,1.69,1
7849,0.23,35.04,217.71,62.69,1.71,0
7850,0.24,83.2,192.01,55.84,1.79,1
7851,0.31,89.05,194.35,63.46,1.83,0
7852,0.32,38.29,203.13,57.54,1.72,5
7853,0.47,41.92,215.57,57.94,1.7,3
7854,0.25,41.52,216.16,56.25,1.83,3
7855,0.12,91.01,200.46,52.74,1.72,5
7856,0.17,43.85,190.66,64.84,1.75,3
7857,0.1,87.37,208.85,67.32,1.76,4
7858,0.43,55.37,213.55,60.12,1.75,2
7859,0.31,86.2,215.55,59.25,1.67,3
7860,0.41,51.86,209.13,62.65,1.72,4
7861,0.2,80.62,206.04,55.66,1.71,1
7862,0.36,36.41,200.43,46.21,1.69,1
7863,0.33,44.85,203.12,68.6,1.82,1
7864,0.22,45.17,202.07,53.54,1.84,4
7865,0.4,54.01,182.18,57.05,1.67,5
7866,0.24,60.02,190.13,61.7,1.71,5
7867,0.39,70.55,185.14,57.91,1.77,2
7868,0.25,37.55,196.16,67.25,1.69,1
7869,0.11,85.21,209.05,54.62,1.73,0
7870,0.41,39.25,214.97,61.25,1.79,1
7871,0.22,50.31,193.22,59.84,1.8,0
7872,0.14,90.83,193.26,58.81,1.72,1
7873,0.12,61.11,213.69,59.0,1.78,5
7874,0.23,46.04,185.03,61.21,1.71,1
7875,0.11,92.29,211.71,60.02,1.87,5
7876,0.18,66.32,212.13,63.71,1.79,5
7877,0.41,32.01,206.38,58.24,1.8,0
7878,0.47,65.34,194.43,66.81,1.74,3
7879,0.32,61.99,212.66,65.88,1.74,3
7880,0.11,44.7,200.41,63.65,1.75,2
7881,0.16,69.58,192.35,61.84,1.65,0
7882,0.21,40.89,194.32,60.93,1.74,3
7883,0.23,38.11,176.5,56.54,1.68,4
7884,0.2,91.16,209.1,56.38,1.73,1
7885,0.3,77.28,193.6,53.58,1.68,3
7886,0.18,77.38,202.21,56.4,1.72,4
7887,0.24,62.57,172.71,57.68,1.74,3
7888,0.23,45.33,208.57,48.7,1.67,4
7889,0.49,99.35,198.98,63.73,1.75,2
7890,0.36,51.15,191.16,59.52,1.74,4
7891,0.21,72.47,204.82,59.74,1.75,1
7892,0.15,34.75,212.65,63.51,1.71,3
7893,0.22,92.94,203.52,62.5,1.67,5
7894,0.46,82.71,191.85,55.43,1.77,0
7895,0.16,43.99,200.14,56.93,1.77,3
7896,0.2,80.27,215.71,58.3,1.79,0
7897,0.16,72.08,205.72,63.93,1.73,3
7898,0.22,69.07,218.36,58.12,1.74,4
7899,0.26,65.44,206.21,57.44,1.74,3
7900,0.44,84.73,198.97,71.41,1.75,2
7901,0.27,49.31,211.4,56.68,1.75,3
7902,0.2,31.48,194.33,58.17,1.78,2
7903,0.12,52.75,185.77,64.96,1.77,2
7904,0.45,80.39,211.88,63.41,1.79,4
7905,0.47,83.65,205.57,56.97,1.77,0
7906,0.33,35.52,198.69,60.38,1.79,1
7907,0.44,43.35,213.1,63.21,1.71,0
7908,0.29,35.23,202.77,55.14,1.77,4
7909,0.34,91.36,189.02,59.86,1.67,3
7910,0.26,95.61,219.15,60.18,1.76,1
7911,0.32,92.13,191.36,59.53,1.78,5
7912,0.11,87.39,205.27,60.51,1.71,3
7913,0.25,61.54,192.26,63.5,1.76,3
7914,0.31,37.12,191.24,66.67,1.73,1
7915,0.23,72.41,186.35,54.14,1.7,0
7916,0.39,61.94,215.34,57.67,1.8,1
7917,0.5,89.28,188.97,58.39,1.75,5
7918,0.18,44.97,206.24,53.45,1.74,5
7919,0.34,80.17,196.78,59.98,1.73,1
7920,0.48,38.61,194.73,49.32,1.73,2
7921,0.45,77.53,189.69,56.38,1.78,3
7922,0.35,44.86,204.96,61.04,1.81,2
7923,0.46,89.79,181.73,66.36,1.72,1
7924,0.23,53.98,195.51,54.3,1.67,0
7925,0.17,45.05,213.34,54.76,1.75,3
7926,0.39,68.23,204.06,54.63,1.8,4
7927,0.35,71.55,194.36,65.24,1.73,1
7928,0.45,67.74,208.11,70.31,1.78,4
7929,0.15,80.58,191.54,61.39,1.8,2
7930,0.14,99.84,200.69,62.3,1.79,5
7931,0.39,95.96,180.95,59.19,1.69,0
7932,0.2,32.93,195.39,59.43,1.78,3
7933,0.37,83.5,202.22,56.74,1.76,4
7934,0.35,33.89,211.92,62.2,1.78,5
7935,0.35,97.0,196.58,54.06,1.74,5
7936,0.23,91.12,186.43,52.25,1.75,0
7937,0.19,79.81,210.94,63.79,1.68,1
7938,0.39,64.25,210.98,61.81,1.77,5
7939,0.44,94.42,190.35,64.95,1.69,5
7940,0.25,98.68,198.14,63.69,1.71,1
7941,0.38,80.97,196.29,64.65,1.72,0
7942,0.31,72.36,202.39,51.97,1.81,4
7943,0.43,51.19,219.79,59.18,1.7,0
7944,0.27,65.05,195.97,63.88,1.69,3
7945,0.19,99.9,207.1,53.58,1.79,0
7946,0.25,70.58,186.08,61.78,1.74,5
7947,0.11,83.83,196.39,56.9,1.81,2
7948,0.43,91.71,188.16,64.4,1.67,2
7949,0.42,64.21,191.56,60.97,1.67,1
7950,0.36,39.69,203.25,67.84,1.77,5
7951,0.41,81.11,210.06,61.75,1.95,3
7952,0.46,97.31,199.2,65.72,1.82,1
7953,0.15,68.83,190.93,63.42,1.78,2
7954,0.44,44.18,195.22,59.03,1.79,3
7955,0.43,55.12,211.17,59.42,1.83,4
7956,0.38,37.34,203.28,61.79,1.78,5
7957,0.31,94.82,193.38,56.89,1.69,0
7958,0.12,61.77,177.43,63.75,1.71,1
7959,0.3,49.63,188.8,57.05,1.72,0
7960,0.42,62.04,186.94,58.52,1.76,4
7961,0.46,53.04,198.78,52.44,1.78,1
7962,0.46,84.95,199.16,65.11,1.73,2
7963,0.17,78.68,189.83,50.01,1.81,0
7964,0.37,95.26,211.2,67.68,1.81,4
7965,0.29,48.1,190.83,54.36,1.75,4
7966,0.12,69.26,212.55,49.55,1.85,1
7967,0.45,91.64,215.3,51.73,1.72,2
7968,0.37,84.81,191.28,53.59,1.82,0
7969,0.15,82.3,192.82,65.22,1.79,4
