machineID,spindle_speed [RPM],feed_rate [mm/min],tool_temperature [°C],vibration_level [m/s²],power_consumption [kW],tool_wear [min],failure_type
9028,1109.97,246.43,1805666.97,1.54,5.12,0.0,2
9029,1075.22,213.8,1805869.09,1.74,5.09,0.0,2
9030,1182.28,133.28,1806074.21,1.49,4.88,0.0,1
9031,1134.09,273.01,1806262.14,1.37,4.96,0.0,1
9032,1319.78,218.12,1806468.28,1.47,5.35,0.0,4
9033,1040.63,247.27,1806678.53,1.01,5.79,0.0,2
9034,1120.75,179.7,1806876.64,1.44,4.81,0.0,3
9035,1137.79,240.31,1807083.8,1.67,6.05,0.0,4
9036,1034.02,175.14,1807275.67,1.44,4.97,0.0,4
9037,1243.5,217.56,1807473.52,1.76,4.74,0.0,1
9038,942.62,172.63,1807671.69,1.53,5.69,0.0,3
9039,1137.51,109.27,1807867.62,1.49,4.86,0.0,2
9040,1233.62,258.7,1808068.33,1.97,5.1,0.0,1
9041,1307.36,175.89,1808267.9,1.38,4.82,0.0,0
9042,1051.47,193.34,1808462.48,1.3,4.78,0.0,0
9043,1170.54,129.53,1808659.99,1.09,5.47,0.0,2
9044,1168.88,221.13,1808855.83,1.75,5.34,0.0,5
9045,1327.96,148.08,1809054.17,1.5,5.18,0.0,5
9046,1345.1,266.89,1809239.42,1.73,5.08,0.0,2
9047,1109.12,294.64,1809432.61,1.57,5.21,0.0,2
9048,1112.49,144.94,1809632.29,2.01,4.93,0.0,0
9049,1135.46,212.07,1809839.95,1.57,5.45,0.0,1
9050,943.53,182.74,1810043.26,1.62,5.39,0.0,3
9051,1224.37,268.67,1810236.2,1.22,4.6,0.0,0
9052,1257.35,101.45,1810441.65,1.55,5.06,0.0,4
9053,1310.27,186.32,1810642.62,1.51,5.23,0.0,0
9054,1125.24,236.95,1810844.93,1.53,5.18,0.0,0
9055,1409.53,280.17,1811038.42,1.74,5.73,0.0,5
9056,1065.6,259.88,1811244.0,1.73,5.0,0.0,2
9057,1070.26,183.81,1811438.66,1.34,4.55,0.0,3
9058,1315.96,248.8,1811630.89,1.42,4.8,0.0,0
9059,1104.96,144.07,1811829.77,1.34,5.46,0.0,1
9060,1200.15,221.2,1812032.6,1.45,5.29,0.0,2
9061,1218.27,228.44,1812223.57,1.66,4.75,0.0,2
9062,1218.85,230.55,1812424.87,1.45,5.06,0.0,2
9063,1239.76,129.25,1812630.42,1.25,4.75,0.0,3
9064,1133.54,142.8,1812820.48,1.51,5.93,0.0,4
9065,1186.67,163.41,1813013.98,1.36,6.56,0.0,5
9066,915.84,216.29,1813218.72,1.49,6.06,0.0,1
9067,1241.81,201.76,1813418.2,1.48,5.23,0.0,1
9068,922.36,126.17,1813617.52,1.47,4.52,0.0,2
9069,1226.58,206.98,1813821.44,1.33,4.49,0.0,1
9070,1222.76,239.53,1814019.87,1.67,5.34,0.0,4
9071,1340.12,137.29,1814211.32,1.57,5.69,0.0,5
9072,1355.55,212.82,1814410.32,1.54,5.06,0.0,3
9073,1284.29,204.05,1814608.96,1.41,4.78,0.0,0
9074,1290.29,231.96,1814816.68,1.15,4.38,0.0,2
9075,1232.12,241.36,1815010.35,1.49,4.95,0.0,0
9076,1140.03,188.51,1815218.81,1.33,4.8,0.0,2
9077,1097.58,219.1,1815419.89,1.34,4.96,0.0,0
9078,1138.42,114.54,1815630.91,1.66,4.3,0.0,3
9079,1369.27,151.72,1815838.4,1.5,4.73,0.0,4
9080,1226.88,185.07,1816041.15,1.62,5.37,0.0,0
9081,1160.05,271.99,1816247.85,1.39,5.29,0.0,3
9082,1169.94,288.08,1816455.12,1.39,4.29,0.0,2
9083,1222.16,290.16,1816645.46,1.49,4.83,0.0,4
9084,1177.95,186.06,1816846.06,1.5,4.89,0.0,5
9085,1269.03,209.52,1817041.34,1.33,5.09,0.0,1
9086,1058.3,188.39,1817239.34,1.43,5.01,0.0,2
9087,1118.48,111.67,1817443.12,1.62,5.28,0.0,3
9088,1000.95,276.79,1817642.98,1.49,5.4,0.0,2
9089,1244.24,228.37,1817845.47,1.57,4.49,0.0,5
9090,1267.07,129.83,1818047.96,1.38,5.42,0.0,3
9091,1271.85,142.4,1818251.01,1.64,5.8,0.0,0
9092,1170.27,239.22,1818452.11,1.68,5.56,0.0,0
9093,1311.09,213.83,1818666.34,1.43,5.33,0.0,2
9094,1118.23,203.73,1818864.6,1.67,4.56,0.0,4
9095,1142.45,253.06,1819066.54,1.31,4.72,0.0,0
9096,1319.78,128.4,1819259.99,1.93,4.38,0.0,5
9097,937.19,129.91,1819452.51,1.21,4.29,0.0,0
9098,1358.67,262.02,1819660.23,1.88,5.46,0.0,0
9099,1341.61,214.58,1819862.4,1.55,5.37,0.0,2
9100,1276.72,243.47,1820061.07,1.54,5.54,0.0,1
9101,1216.58,137.76,1820257.59,1.13,4.94,0.0,1
9102,1281.51,104.38,1820457.43,1.03,5.1,0.0,5
9103,1037.23,210.11,1820657.09,1.89,4.59,0.0,3
9104,1230.03,254.67,1820863.49,1.73,4.62,0.0,4
9105,1333.37,114.28,1821061.75,1.34,5.57,0.0,3
9106,1282.93,273.06,1821263.59,1.23,4.31,0.0,3
9107,1151.51,168.43,1821453.8,1.52,5.18,0.0,3
9108,1216.18,214.96,1821646.04,1.39,5.2,0.0,4
9109,1141.5,171.51,1821847.54,1.33,4.29,0.0,0
9110,1130.33,174.25,1822042.52,1.29,5.54,0.0,4
9111,1085.29,124.68,1822242.89,1.53,4.77,0.0,4
9112,1271.96,154.2,1822443.01,1.46,5.8,0.0,4
9113,1106.04,197.47,1822652.03,1.58,4.66,0.0,5
9114,1075.15,174.63,1822847.31,1.37,4.17,0.0,4
9115,1297.73,162.86,1823046.31,1.42,4.43,0.0,1
9116,1102.5,260.3,1823257.11,1.8,5.04,0.0,0
9117,1108.05,101.65,1823452.22,1.28,5.15,0.0,0
9118,1215.53,207.09,1823647.09,1.58,6.39,0.0,2
9119,1065.92,195.09,1823848.71,1.17,5.0,0.0,4
9120,1305.7,237.11,1824048.38,1.48,5.35,0.0,0
9121,1192.21,220.41,1824245.69,1.07,5.02,0.0,0
9122,1370.38,139.93,1824443.15,1.84,4.97,0.0,4
9123,1172.61,126.45,1824653.73,1.3,4.6,0.0,0
9124,1168.98,106.72,1824851.35,1.44,5.63,0.0,3
9125,1024.51,143.28,1825056.02,1.35,5.58,0.0,5
9126,1241.91,160.91,1825251.42,1.47,5.03,0.0,3
9127,1328.26,284.87,1825443.66,1.43,4.54,0.0,3
9128,1147.03,176.63,1825639.53,1.18,4.89,0.0,0
9129,1302.95,209.34,1825838.15,1.58,4.94,0.0,5
9130,1215.28,163.64,1826040.13,1.8,5.03,0.0,3
9131,1114.2,243.07,1826227.56,1.42,4.56,0.0,5
9132,1246.61,280.59,1826424.97,1.42,4.81,0.0,5
9133,1227.11,201.07,1826633.71,1.7,4.7,0.0,2
9134,1124.27,224.8,1826826.11,1.4,4.18,0.0,4
9135,1370.86,114.51,1827039.69,1.54,5.43,0.0,0
9136,1225.94,242.79,1827237.71,1.51,5.11,0.0,1
9137,1227.27,119.01,1827433.49,1.66,4.82,0.0,3
9138,1203.05,284.81,1827645.63,1.43,5.42,0.0,4
9139,1265.43,155.53,1827847.12,1.39,5.03,0.0,1
9140,1271.76,287.78,1828040.12,1.82,5.75,0.0,0
9141,1172.75,224.0,1828244.78,1.32,4.72,0.0,3
9142,1316.46,142.65,1828441.48,1.1,4.88,0.0,0
9143,1181.14,278.83,1828645.01,0.93,5.03,0.0,5
9144,1265.48,129.0,1828847.32,1.51,5.39,0.0,0
9145,1274.85,126.42,1829053.34,1.02,5.37,0.0,1
9146,1355.96,189.71,1829251.04,1.41,4.44,0.0,1
9147,1073.91,149.82,1829455.02,1.45,4.66,0.0,0
9148,1136.96,206.79,1829662.43,1.44,5.55,0.0,2
9149,1263.21,189.0,1829864.43,0.97,5.49,0.0,1
9150,1229.12,286.68,1830062.42,1.49,4.03,0.0,3
9151,1116.87,118.83,1830271.62,1.44,3.91,0.0,1
9152,1179.09,117.2,1830470.82,1.01,6.06,0.0,2
9153,1129.49,169.96,1830671.32,1.52,5.41,0.0,1
9154,1044.28,249.34,1830873.63,1.3,4.41,0.0,5
9155,1374.01,296.33,1831069.11,1.56,5.29,0.0,2
9156,1082.53,136.53,1831264.65,1.69,3.93,0.0,4
9157,1162.75,125.29,1831466.81,1.39,5.53,0.0,1
9158,1163.62,105.0,1831673.47,1.62,5.21,0.0,0
9159,1248.52,101.18,1831883.1,1.62,4.4,0.0,5
9160,1033.21,159.4,1832079.66,1.29,4.64,0.0,1
9161,1159.08,257.06,1832281.32,1.54,4.76,0.0,4
9162,1248.75,284.94,1832480.11,1.74,4.74,0.0,4
9163,1193.15,298.54,1832685.57,1.66,5.38,0.0,2
9164,1176.51,284.71,1832891.29,1.54,4.59,0.0,2
9165,1218.28,124.94,1833083.82,1.5,3.61,0.0,4
9166,1302.53,245.6,1833285.93,1.4,4.42,0.0,3
9167,1160.48,142.6,1833483.94,1.72,4.6,0.0,3
9168,1092.33,146.9,1833686.98,1.96,4.75,0.0,4
9169,1154.69,246.51,1833887.88,1.62,4.91,0.0,0
9170,1149.53,289.96,1834087.74,1.29,4.82,0.0,2
9171,1150.91,299.61,1834284.18,1.33,4.88,0.0,4
9172,1161.66,108.57,1834488.07,1.61,5.07,0.0,2
9173,1017.45,142.28,1834686.38,1.42,4.93,0.0,0
9174,1089.78,102.5,1834885.97,1.43,6.45,0.0,4
9175,1235.69,284.67,1835087.9,1.53,4.36,0.0,1
9176,1177.56,187.01,1835288.0,1.28,4.97,0.0,3
9177,1021.15,256.53,1835491.92,1.59,4.68,0.0,1
9178,1298.22,218.2,1835697.45,1.82,4.31,0.0,2
9179,1059.75,158.85,1835897.2,1.41,4.78,0.0,4
9180,1282.13,114.35,1836091.61,1.65,4.7,0.0,0
9181,1238.7,131.6,1836301.84,1.62,4.22,0.0,0
9182,1081.39,242.14,1836509.06,1.74,4.84,0.0,3
9183,1079.47,123.73,1836716.11,1.46,5.38,0.0,0
9184,1184.67,279.42,1836914.35,1.11,4.97,0.0,0
9185,1383.15,218.11,1837119.06,1.65,4.7,0.0,2
9186,1281.54,153.66,1837316.8,1.38,5.02,0.0,2
9187,1092.76,177.7,1837516.69,1.31,5.05,0.0,3
9188,1283.84,264.93,1837715.53,1.35,4.04,0.0,3
9189,990.0,234.83,1837912.88,1.16,4.43,0.0,3
9190,1224.37,197.05,1838109.83,1.54,4.97,0.0,3
9191,1196.51,245.76,1838317.67,1.58,5.75,0.0,0
9192,1279.33,238.78,1838517.36,1.24,4.59,0.0,0
9193,1311.1,122.28,1838715.44,1.21,4.76,0.0,4
9194,1449.75,187.36,1838914.71,1.58,4.68,0.0,3
9195,916.18,199.83,1839110.97,1.43,4.86,0.0,2
9196,1093.95,143.72,1839308.63,1.55,4.98,0.0,4
9197,1305.89,210.9,1839502.76,1.96,5.96,0.0,5
9198,1295.86,209.78,1839704.14,1.68,5.48,0.0,0
9199,1282.48,215.86,1839912.37,1.76,4.81,0.0,2
9200,947.7,177.19,1840110.19,1.29,4.85,0.0,2
9201,1356.72,220.61,1840313.28,1.39,4.77,0.0,5
9202,1179.73,130.05,1840515.82,1.34,5.85,0.0,4
9203,1403.09,176.94,1840716.87,1.35,5.31,0.0,0
9204,1193.62,150.47,1840916.83,1.62,4.05,0.0,3
9205,1253.24,288.89,1841123.91,1.78,5.69,0.0,5
9206,1296.5,184.22,1841330.88,1.25,5.92,0.0,4
9207,1164.38,111.42,1841525.08,1.69,5.66,0.0,4
9208,975.58,130.45,1841724.12,1.75,4.75,0.0,1
9209,1257.21,215.65,1841928.05,2.01,4.6,0.0,2
9210,1195.79,265.86,1842127.42,1.54,4.83,0.0,4
9211,1283.34,233.41,1842331.06,1.58,5.35,0.0,1
9212,1187.05,275.73,1842530.87,1.7,4.78,0.0,2
9213,1221.82,223.23,1842735.27,0.87,4.81,0.0,4
9214,1236.25,187.27,1842951.6,1.76,5.7,0.0,2
9215,1165.99,235.74,1843150.82,1.69,4.75,0.0,1
9216,1064.62,262.75,1843357.23,1.47,4.92,0.0,1
9217,1070.48,277.08,1843556.22,1.61,5.01,0.0,5
9218,1277.24,122.26,1843756.37,1.34,4.91,0.0,0
9219,1193.52,256.13,1843962.4,1.56,5.62,0.0,3
9220,1075.99,264.32,1844164.91,1.27,5.05,0.0,2
9221,1368.28,106.05,1844364.53,1.44,4.67,0.0,3
9222,1314.02,143.48,1844561.73,1.71,4.89,0.0,1
9223,1047.41,247.9,1844749.31,1.72,5.47,0.0,2
9224,1281.59,140.82,1844953.09,1.7,4.96,0.0,0
9225,1080.41,186.49,1845162.0,1.36,4.47,0.0,0
9226,1044.94,164.06,1845370.42,1.59,4.91,0.0,5
9227,1139.66,199.6,1845564.86,1.38,5.39,0.0,2
9228,1139.17,297.23,1845766.4,1.14,4.76,0.0,0
9229,1092.85,170.81,1845963.75,1.99,6.14,0.0,3
9230,1188.05,212.19,1846170.96,1.39,4.74,0.0,2
9231,1201.4,257.66,1846371.43,1.47,4.31,0.0,0
9232,1100.35,150.59,1846565.68,1.4,5.67,0.0,3
9233,1188.27,267.64,1846774.44,1.58,5.1,0.0,0
9234,1145.61,278.38,1846980.28,1.61,4.88,0.0,1
9235,1030.04,217.59,1847177.29,1.53,4.82,0.0,0
9236,1199.91,103.61,1847372.47,1.39,4.7,0.0,0
9237,1100.21,115.07,1847563.05,1.44,4.63,0.0,1
9238,1235.96,220.81,1847764.92,1.76,5.5,0.0,4
9239,1129.74,209.5,1847968.47,1.38,5.64,0.0,2
9240,1146.76,166.61,1848172.78,1.47,5.15,0.0,3
9241,1123.99,152.01,1848373.07,1.45,4.48,0.0,1
9242,1067.68,126.85,1848571.23,1.64,5.21,0.0,2
9243,1146.59,274.09,1848771.6,1.31,4.98,0.0,4
9244,983.56,182.54,1848968.84,1.76,4.74,0.0,5
9245,1240.67,149.91,1849168.35,1.66,4.57,0.0,2
9246,1035.95,164.3,1849374.72,1.65,5.43,0.0,2
9247,1165.12,277.08,1849575.23,1.7,5.51,0.0,2
9248,1316.09,201.01,1849773.87,1.82,4.44,0.0,4
9249,1229.04,270.01,1849977.61,1.24,5.53,0.0,4
9250,1185.31,213.66,1850177.46,1.47,5.05,0.0,2
9251,1046.53,188.26,1850364.9,1.63,5.2,0.0,2
9252,1228.56,149.61,1850561.15,1.86,5.59,0.0,4
9253,1201.34,173.88,1850769.6,1.38,4.21,0.0,0
9254,982.28,198.24,1850961.78,1.54,5.49,0.0,0
9255,1300.46,232.79,1851163.34,1.31,5.61,0.0,0
9256,1287.47,221.25,1851375.52,1.63,5.29,0.0,0
9257,1311.58,101.47,1851580.23,1.78,4.54,0.0,3
9258,1190.93,120.09,1851789.08,1.86,5.66,0.0,0
9259,1347.53,180.72,1851980.28,1.6,4.89,0.0,1
9260,1250.68,174.5,1852175.55,1.33,4.4,0.0,0
9261,1128.08,219.73,1852373.82,1.64,4.6,0.0,0
9262,1164.24,209.17,1852577.67,1.64,4.42,0.0,2
9263,1189.11,252.71,1852774.3,1.32,5.46,0.0,4
9264,1154.21,297.72,1852973.51,1.36,5.27,0.0,4
9265,1369.11,111.81,1853169.68,1.67,4.69,0.0,2
9266,1164.88,229.0,1853373.21,1.63,4.99,0.0,2
9267,1165.23,226.95,1853575.47,1.23,5.25,0.0,0
9268,1199.84,265.59,1853776.27,1.7,5.56,0.0,4
9269,1360.11,114.93,1853974.31,1.7,5.03,0.0,4
9270,1281.24,238.09,1854183.77,1.21,4.72,0.0,5
9271,1216.04,296.19,1854384.33,1.45,5.56,0.0,1
9272,1164.0,155.92,1854575.7,1.64,4.97,0.0,3
9273,1175.13,162.95,1854788.35,1.63,4.92,0.0,5
9274,1142.26,266.33,1854989.39,1.3,5.06,0.0,4
9275,1282.98,239.79,1855180.09,1.56,4.83,0.0,4
9276,1151.04,148.7,1855383.97,1.46,5.13,0.0,5
9277,1128.02,206.05,1855592.05,1.24,4.9,0.0,4
9278,1193.89,106.46,1855798.75,1.32,4.79,0.0,2
9279,1166.25,186.31,1856002.56,1.49,5.61,0.0,1
9280,1043.64,150.83,1856201.71,1.57,5.14,0.0,5
9281,1138.95,284.11,1856401.55,1.88,5.63,0.0,2
9282,1251.73,106.67,1856601.3,1.77,4.82,0.0,3
9283,1076.89,268.74,1856803.4,1.49,4.92,0.0,2
9284,1263.86,292.27,1856995.7,1.5,4.17,0.0,4
9285,1223.86,215.68,1857193.82,1.34,5.09,0.0,2
9286,1352.65,130.3,1857398.94,1.43,4.34,0.0,3
9287,1258.26,144.15,1857602.85,1.4,5.47,0.0,2
9288,1132.01,167.75,1857807.32,1.35,4.99,0.0,0
9289,1146.54,156.5,1858002.15,1.1,5.38,0.0,2
9290,1179.63,287.65,1858200.18,1.36,4.55,0.0,3
9291,1125.61,280.21,1858412.52,1.72,5.5,0.0,4
9292,1241.47,213.31,1858618.41,1.48,4.88,0.0,4
9293,1200.78,243.0,1858806.2,1.65,4.75,0.0,0
9294,1095.64,111.48,1859002.67,1.32,5.13,0.0,5
9295,1079.03,218.46,1859200.57,1.53,6.33,0.0,0
9296,1167.34,107.04,1859400.97,1.64,5.79,0.0,5
9297,1112.74,126.35,1859597.66,1.68,5.24,0.0,0
9298,1376.11,163.77,1859797.12,1.52,5.59,0.0,3
9299,1102.86,103.12,1859994.87,1.39,5.17,0.0,2
9300,1353.5,196.51,1860196.9,1.77,5.81,0.0,3
9301,1228.14,110.6,1860392.98,1.64,3.53,0.0,5
9302,1323.8,158.72,1860586.62,1.6,5.12,0.0,2
9303,1247.19,266.18,1860793.22,1.8,5.39,0.0,2
9304,1316.76,144.86,1860995.63,1.39,5.38,0.0,0
9305,1071.96,178.99,1861198.33,1.41,4.94,0.0,0
9306,1042.23,211.14,1861397.01,1.37,5.17,0.0,0
9307,1243.73,224.15,1861586.73,1.46,4.49,0.0,0
9308,1089.67,286.4,1861788.32,1.45,3.57,0.0,2
9309,1264.76,190.08,1861987.6,1.25,4.45,0.0,2
9310,1244.74,298.55,1862187.45,1.4,5.38,0.0,3
9311,1185.32,134.34,1862389.9,1.53,4.52,0.0,1
9312,1277.95,194.71,1862593.36,1.58,5.0,0.0,4
9313,1131.97,183.89,1862796.43,1.52,4.87,0.0,4
9314,1296.23,170.87,1862990.46,1.58,5.5,0.0,0
9315,1114.13,221.77,1863192.79,1.41,5.3,0.0,2
9316,1321.75,182.65,1863392.64,1.08,5.37,0.0,1
9317,1228.97,181.23,1863590.82,1.52,5.14,0.0,3
9318,940.18,287.96,1863788.15,1.61,5.48,0.0,2
9319,1045.82,289.12,1863991.81,1.4,5.07,0.0,0
9320,1208.2,111.88,1864195.26,1.24,4.61,0.0,2
9321,1358.73,144.15,1864389.13,1.43,4.82,0.0,0
9322,1126.51,243.95,1864592.43,1.69,5.37,0.0,0
9323,1272.91,151.89,1864788.03,1.41,5.46,0.0,0
9324,1292.7,205.77,1864988.37,1.59,4.68,0.0,2
9325,1270.81,154.7,1865189.91,1.63,5.52,0.0,1
9326,1074.23,176.69,1865387.14,1.92,5.58,0.0,5
9327,1317.7,174.67,1865581.69,1.2,5.39,0.0,3
9328,1007.96,201.56,1865780.84,1.28,5.05,0.0,0
9329,1270.48,162.74,1865984.03,1.12,5.15,0.0,2
9330,1090.63,217.55,1866188.64,1.79,5.1,0.0,5
9331,1171.7,234.73,1866389.67,1.43,4.95,0.0,5
9332,1268.88,217.1,1866590.9,1.31,4.42,0.0,0
9333,1325.03,295.98,1866786.3,1.57,4.95,0.0,2
9334,1218.48,143.04,1866986.9,1.74,4.1,0.0,1
9335,1242.64,171.93,1867186.62,1.43,5.57,0.0,2
9336,1201.82,168.84,1867393.07,1.1,5.2,0.0,2
9337,1042.08,265.71,1867581.0,1.45,4.88,0.0,4
9338,1160.72,154.48,1867773.47,1.5,4.6,0.0,0
9339,1287.79,166.91,1867967.9,1.55,4.73,0.0,2
9340,1159.8,243.81,1868170.67,1.51,4.55,0.0,4
9341,1246.91,137.6,1868366.87,1.58,4.65,0.0,4
9342,1049.84,177.49,1868574.56,1.36,4.3,0.0,0
9343,1236.97,273.23,1868777.33,1.47,3.88,0.0,4
9344,1109.03,217.09,1868978.42,1.28,5.32,0.0,2
9345,1273.02,229.83,1869172.54,1.78,4.98,0.0,0
9346,1121.92,147.21,1869375.41,1.86,5.27,0.0,2
9347,1257.1,101.15,1869579.32,1.52,5.15,0.0,0
9348,1130.18,104.44,1869783.35,1.33,5.58,0.0,0
9349,1386.83,153.67,1869982.63,1.34,4.87,0.0,5
9350,1205.36,291.52,1870181.62,1.37,6.24,0.0,2
9351,1473.42,185.57,1870384.25,1.39,5.09,0.0,3
9352,1299.65,160.84,1870585.05,1.73,4.42,0.0,1
9353,1062.67,148.69,1870776.26,1.51,5.03,0.0,1
9354,1252.79,298.51,1870978.82,1.2,4.42,0.0,3
9355,1040.53,144.53,1871175.51,1.15,4.65,0.0,5
9356,1251.15,127.8,1871372.56,1.41,5.07,0.0,3
9357,1199.07,204.52,1871582.56,1.38,5.53,0.0,2
9358,1008.84,164.27,1871775.23,1.5,5.36,0.0,0
9359,1257.96,229.62,1871966.1,1.63,4.53,0.0,4
9360,1067.63,154.39,1872171.13,1.66,4.37,0.0,2
9361,1108.53,248.63,1872368.22,1.77,5.45,0.0,4
9362,1141.61,217.54,1872566.14,1.02,5.0,0.0,4
9363,1185.31,241.19,1872756.57,1.15,4.94,0.0,2
9364,1291.25,252.65,1872956.27,1.58,4.34,0.0,0
9365,1187.86,135.56,1873156.18,1.6,5.04,0.0,0
9366,1263.03,173.56,1873354.16,1.75,5.42,0.0,5
9367,1156.51,139.85,1873557.31,1.3,5.57,0.0,5
9368,1304.31,227.8,1873763.35,1.6,5.16,0.0,2
9369,1165.38,287.75,1873961.12,1.59,5.15,0.0,0
9370,1307.25,132.36,1874146.77,1.67,4.34,0.0,5
9371,1293.77,176.92,1874340.76,1.61,4.77,0.0,3
9372,1136.62,203.05,1874546.22,1.7,4.49,0.0,4
9373,1021.37,230.88,1874750.13,1.29,4.79,0.0,4
9374,1116.43,133.15,1874946.33,1.72,4.88,0.0,5
9375,1246.32,209.85,1875147.98,1.44,4.62,0.0,2
9376,1062.58,132.13,1875350.96,1.45,4.8,0.0,3
9377,1184.87,152.53,1875550.8,1.5,4.77,0.0,5
9378,1245.91,169.55,1875753.29,1.56,5.52,0.0,5
9379,1124.65,228.0,1875949.84,1.65,5.39,0.0,4
9380,1119.58,155.85,1876143.49,1.52,5.2,0.0,1
9381,1182.01,248.4,1876348.16,1.81,5.49,0.0,1
9382,1172.06,297.71,1876553.77,1.59,4.91,0.0,1
9383,1334.97,158.71,1876750.24,1.64,4.44,0.0,0
9384,1291.18,167.57,1876948.51,1.25,4.8,0.0,5
9385,1262.84,183.55,1877153.49,1.33,4.55,0.0,2
9386,1188.19,275.7,1877356.26,1.35,4.47,0.0,2
9387,1252.28,154.49,1877555.81,1.52,5.2,0.0,4
9388,1119.29,185.95,1877760.76,1.35,3.63,0.0,1
9389,1055.72,128.82,1877961.05,1.22,5.28,0.0,4
9390,1147.49,173.02,1878166.93,1.52,5.05,0.0,4
9391,1152.88,261.64,1878369.06,1.62,5.44,0.0,1
9392,1156.71,213.51,1878560.64,1.21,4.67,0.0,3
9393,1193.75,206.97,1878762.83,1.68,4.98,0.0,3
9394,1227.01,268.73,1878958.63,1.43,5.22,0.0,5
9395,1076.05,118.6,1879162.76,1.52,4.72,0.0,3
9396,1398.2,245.16,1879362.61,1.51,5.15,0.0,5
9397,1258.9,107.16,1879559.03,1.63,4.51,0.0,4
9398,1270.83,278.84,1879760.07,1.45,3.93,0.0,2
9399,1213.54,141.05,1879961.14,1.9,4.46,0.0,2
9400,1156.58,219.15,1880157.96,1.3,4.77,0.0,1
9401,1283.51,122.46,1880356.67,1.52,4.93,0.0,4
9402,1046.2,209.73,1880566.21,1.45,4.66,0.0,4
9403,1420.15,139.17,1880752.97,1.51,5.34,0.0,3
9404,1070.8,261.26,1880944.49,1.21,5.04,0.0,1
9405,1365.04,161.47,1881144.83,1.56,4.95,0.0,2
9406,1243.71,157.06,1881343.91,1.63,4.6,0.0,3
9407,1130.78,176.06,1881543.98,1.59,4.91,0.0,5
9408,1016.73,144.69,1881740.37,1.7,4.88,0.0,5
9409,1188.24,219.02,1881933.12,1.35,5.41,0.0,1
9410,1201.89,275.18,1882131.4,1.43,4.6,0.0,3
9411,1189.29,247.08,1882334.91,1.64,5.81,0.0,0
9412,1023.47,256.71,1882542.91,1.38,5.14,0.0,1
9413,1257.13,230.91,1882737.3,1.28,5.45,0.0,5
9414,1116.68,160.32,1882940.54,1.42,4.69,0.0,4
9415,1230.78,291.07,1883146.65,1.33,5.06,0.0,4
9416,1145.48,196.6,1883343.52,1.53,4.68,0.0,1
9417,1254.32,257.77,1883533.46,1.35,4.96,0.0,5
9418,1294.31,143.21,1883736.25,1.64,4.62,0.0,1
9419,1223.31,187.84,1883939.05,1.66,5.1,0.0,2
9420,1245.96,204.12,1884135.5,1.62,4.63,0.0,2
9421,1260.54,208.92,1884340.35,1.71,4.57,0.0,4
9422,1147.58,286.86,1884540.04,1.6,4.88,0.0,4
9423,1266.34,250.27,1884734.95,1.4,5.51,0.0,2
9424,1148.63,245.33,1884925.75,1.78,5.11,0.0,5
9425,1236.95,220.35,1885132.94,1.68,5.0,0.0,2
9426,1459.5,133.85,1885339.32,1.2,5.66,0.0,0
9427,1014.94,124.48,1885536.73,1.4,5.11,0.0,0
9428,1337.37,139.16,1885735.2,1.45,4.87,0.0,5
9429,1170.28,173.98,1885934.67,1.59,5.08,0.0,3
9430,1027.74,287.07,1886130.21,1.67,5.61,0.0,1
9431,1232.69,264.32,1886338.77,1.68,5.03,0.0,4
9432,1101.1,121.77,1886533.47,1.15,4.35,0.0,1
9433,1395.5,269.74,1886724.87,1.22,5.18,0.0,4
9434,1252.93,181.85,1886935.74,1.77,4.54,0.0,3
9435,1264.32,228.56,1887138.55,1.47,4.35,0.0,2
9436,1220.98,135.3,1887333.54,1.6,6.03,0.0,1
9437,1168.62,132.76,1887525.39,1.34,4.27,0.0,4
9438,1201.1,265.83,1887724.67,1.27,5.21,0.0,2
9439,1116.31,189.9,1887930.08,1.34,4.94,0.0,0
9440,1263.39,255.49,1888125.59,1.41,5.23,0.0,0
9441,1417.25,253.6,1888319.73,1.53,5.38,0.0,4
9442,1069.04,289.05,1888523.79,1.41,4.44,0.0,3
9443,1255.77,283.11,1888730.95,1.22,4.31,0.0,1
9444,1119.73,230.24,1888934.76,1.85,5.62,0.0,0
9445,1199.75,222.66,1889133.93,1.11,4.69,0.0,0
9446,1272.01,270.28,1889330.17,1.62,5.02,0.0,5
9447,1319.28,245.96,1889534.84,1.72,5.19,0.0,3
9448,1222.71,186.81,1889737.24,1.55,5.26,0.0,1
9449,1199.38,153.62,1889932.28,1.54,4.25,0.0,3
9450,963.23,170.55,1890138.33,1.61,5.28,0.0,1
9451,1175.98,159.36,1890330.89,1.72,4.63,0.0,5
9452,1142.8,185.62,1890533.97,1.68,5.48,0.0,2
9453,1283.46,297.2,1890732.6,1.55,4.59,0.0,2
9454,1219.39,281.75,1890936.33,1.28,5.27,0.0,1
9455,1268.2,158.16,1891134.19,1.6,4.73,0.0,5
9456,1188.61,142.59,1891330.62,1.66,4.99,0.0,4
9457,1209.92,107.87,1891535.77,1.53,5.06,0.0,3
9458,1263.23,295.6,1891736.58,1.34,4.69,0.0,3
9459,1015.66,216.51,1891939.19,1.57,5.39,0.0,0
9460,1175.29,293.17,1892141.44,1.6,4.98,0.0,2
9461,1286.17,189.87,1892344.74,1.51,5.04,0.0,4
9462,1263.67,128.55,1892534.0,1.36,5.58,0.0,3
