machineID,spindle_speed [RPM],feed_rate [mm/rev],depth_of_cut [mm],tool_wear [mm],vibration_level [m/s²],cutting_force [N],failure_type
7346,743.8,0.13,1.83,133.87,1.31,680.58,5
7347,555.13,0.35,2.03,134.36,1.23,563.46,4
7348,821.96,0.24,2.86,136.31,1.26,1175.4,5
7349,854.52,0.27,2.9,138.28,1.35,1239.05,1
7350,960.29,0.14,1.71,138.75,1.22,821.05,1
7351,749.85,0.24,1.96,139.23,1.27,734.85,4
7352,648.21,0.15,1.6,139.87,1.27,518.57,5
7353,780.4,0.38,1.94,139.49,1.21,756.99,0
7354,852.57,0.29,2.72,139.33,1.09,1159.5,1
7355,882.92,0.19,2.62,140.27,1.25,1156.63,4
7356,800.92,0.27,3.25,140.57,1.24,1301.49,1
7357,794.47,0.26,2.02,140.3,1.15,802.41,3
7358,967.82,0.42,1.79,140.4,1.08,866.2,0
7359,880.62,0.32,2.16,142.01,1.12,951.07,5
7360,649.82,0.14,1.42,142.27,1.42,461.37,3
7361,694.82,0.14,3.32,142.09,1.04,1153.4,5
7362,774.32,0.2,1.78,141.92,1.17,689.14,1
7363,670.71,0.33,2.09,140.93,1.36,700.89,0
7364,801.75,0.25,2.17,139.28,1.18,869.9,4
7365,722.62,0.27,1.63,138.89,1.19,588.94,0
7366,826.08,0.44,2.24,139.28,1.21,925.21,5
7367,774.21,0.28,1.71,139.12,1.21,661.95,3
7368,884.73,0.49,3.08,140.53,1.24,1362.48,3
7369,805.2,0.39,2.02,139.41,1.15,813.25,2
7370,682.2,0.35,1.9,140.94,1.38,648.09,0
7371,797.39,0.27,2.25,141.47,1.25,897.06,3
7372,793.32,0.36,1.57,140.21,1.35,622.76,0
7373,782.86,0.18,2.92,139.93,1.13,1142.98,5
7374,738.72,0.18,1.78,139.69,0.99,657.46,4
7375,755.85,0.37,1.55,139.08,1.17,585.78,3
7376,830.13,0.35,1.61,139.93,1.11,668.25,4
7377,608.4,0.36,2.5,139.34,1.07,760.5,2
7378,722.88,0.13,2.12,139.8,1.2,766.25,4
7379,780.27,0.16,2.12,139.94,1.21,827.09,3
7380,674.35,0.14,0.84,139.33,1.2,283.23,1
7381,756.43,0.29,1.94,139.81,1.18,733.74,5
7382,1001.86,0.48,2.03,141.39,1.29,1016.89,4
7383,745.01,0.16,2.19,142.21,1.06,815.79,4
7384,738.71,0.39,2.03,142.61,1.02,749.79,2
7385,904.13,0.34,1.42,143.28,1.31,641.93,4
7386,651.29,0.44,1.33,142.1,1.12,433.11,1
7387,750.24,0.42,2.46,141.92,1.12,922.8,2
7388,901.17,0.35,2.28,141.03,1.19,1027.33,5
7389,808.85,0.23,2.2,141.37,1.13,889.74,1
7390,788.57,0.13,1.93,141.66,1.17,760.97,3
7391,714.37,0.37,2.36,142.59,1.0,842.96,2
7392,781.13,0.49,2.41,142.05,1.19,941.26,4
7393,918.01,0.36,1.87,141.98,1.04,858.34,1
7394,746.67,0.36,2.48,139.96,1.25,925.87,3
7395,921.89,0.15,1.31,141.23,1.31,603.84,4
7396,707.36,0.35,2.67,140.05,1.26,944.33,5
7397,671.12,0.22,2.37,140.35,1.24,795.28,1
7398,614.94,0.36,1.36,141.43,1.2,418.16,1
7399,630.46,0.15,2.0,140.91,1.22,630.46,4
7400,646.85,0.13,1.34,142.18,1.24,433.39,4
7401,787.51,0.12,1.27,139.96,1.02,500.07,3
7402,672.99,0.32,2.6,139.47,1.22,874.89,3
7403,790.89,0.42,2.62,140.94,1.11,1036.07,0
7404,816.82,0.14,2.59,140.23,1.18,1057.78,1
7405,754.56,0.39,0.98,140.77,1.21,369.73,3
7406,724.27,0.12,2.15,141.64,1.17,778.59,4
7407,891.61,0.34,2.63,142.98,1.33,1172.47,3
7408,1044.24,0.21,2.56,143.11,1.32,1336.63,5
7409,666.68,0.37,2.13,142.61,1.16,710.01,5
7410,833.82,0.32,1.86,140.92,1.25,775.45,4
7411,794.41,0.43,1.92,140.61,1.13,762.63,2
7412,653.37,0.39,2.25,139.54,0.99,735.04,0
7413,1039.19,0.44,2.38,137.93,1.24,1236.64,1
7414,820.3,0.4,1.95,136.92,1.03,799.79,4
7415,857.37,0.4,1.56,137.02,1.48,668.75,0
7416,895.42,0.11,0.9,136.58,1.24,402.94,5
7417,945.06,0.27,2.33,137.12,1.18,1100.99,1
7418,942.97,0.42,2.46,135.14,1.13,1159.85,3
7419,521.89,0.29,2.25,135.3,1.16,587.13,1
7420,761.08,0.49,1.83,135.65,1.05,696.39,2
7421,759.82,0.47,2.23,135.11,1.24,847.2,5
7422,792.69,0.13,2.13,136.03,1.25,844.21,1
7423,739.45,0.2,1.21,136.15,1.24,447.37,4
7424,860.61,0.47,0.92,135.62,1.29,395.88,1
7425,787.36,0.14,1.46,135.38,0.96,574.77,3
7426,846.77,0.12,1.88,137.15,1.13,795.96,0
7427,764.4,0.34,2.3,135.82,1.22,879.06,3
7428,709.09,0.15,1.85,135.24,1.18,655.91,0
7429,591.69,0.4,1.82,135.36,1.24,538.44,2
7430,687.64,0.16,2.12,134.85,1.14,728.9,1
7431,643.81,0.15,2.41,134.54,1.12,775.79,5
7432,627.03,0.49,1.42,134.52,1.18,445.19,1
7433,880.1,0.29,1.84,135.19,1.31,809.69,1
7434,892.68,0.32,0.77,134.12,1.04,343.68,3
7435,765.96,0.3,2.01,134.64,1.22,769.79,3
7436,649.48,0.12,2.52,133.67,1.29,818.34,2
7437,923.14,0.47,2.33,132.64,1.34,1075.46,3
7438,861.58,0.15,1.09,134.06,1.34,469.56,2
7439,691.91,0.41,1.03,135.43,1.27,356.33,2
7440,766.68,0.34,1.79,134.78,1.25,686.18,4
7441,853.99,0.16,1.84,135.24,1.22,785.67,4
7442,708.79,0.13,2.35,135.64,1.24,832.83,2
7443,882.79,0.34,2.62,137.29,0.99,1156.45,5
7444,661.63,0.25,2.44,136.33,1.27,807.19,4
7445,901.16,0.34,2.26,137.49,1.13,1018.31,2
7446,1020.48,0.45,1.49,137.32,1.14,760.26,0
7447,961.51,0.5,2.0,137.03,1.45,961.51,5
7448,580.32,0.39,2.32,137.8,1.13,673.17,4
7449,960.9,0.17,2.31,136.77,1.14,1109.84,0
7450,974.85,0.1,2.74,136.54,1.28,1335.54,3
7451,797.34,0.35,2.36,136.95,1.12,940.86,0
7452,935.76,0.16,2.64,136.22,1.23,1235.2,1
7453,916.61,0.34,1.64,135.55,1.01,751.62,1
7454,997.44,0.42,1.89,136.5,1.17,942.58,2
7455,774.98,0.13,2.01,136.41,1.32,778.85,0
7456,975.03,0.49,2.07,134.83,1.07,1009.16,3
7457,742.01,0.36,1.69,135.0,1.07,627.0,0
7458,816.23,0.33,2.03,135.97,1.47,828.47,1
7459,840.53,0.49,2.23,136.09,1.32,937.19,2
7460,731.9,0.22,1.37,136.09,1.24,501.35,5
7461,813.35,0.1,2.36,136.61,1.17,959.75,2
7462,857.29,0.25,1.67,138.24,1.21,715.84,5
7463,841.93,0.38,1.43,138.17,1.08,601.98,5
7464,794.32,0.15,1.65,138.14,1.18,655.31,1
7465,695.6,0.23,2.14,137.57,1.14,744.29,3
7466,723.17,0.38,2.19,139.12,1.2,791.87,4
7467,934.27,0.33,2.89,139.29,1.22,1350.02,1
7468,726.61,0.19,2.48,138.33,1.03,901.0,3
7469,746.92,0.45,2.0,136.58,1.1,746.92,4
7470,722.76,0.33,2.8,137.1,1.18,1011.86,5
7471,800.27,0.32,1.96,136.02,1.29,784.26,0
7472,695.81,0.26,2.15,135.53,1.24,748.0,3
7473,836.85,0.34,1.85,135.62,1.24,774.09,4
7474,722.69,0.36,1.84,135.34,1.27,664.87,4
7475,680.32,0.29,2.72,134.26,1.29,925.24,4
7476,752.59,0.22,1.88,133.86,1.07,707.43,0
7477,843.67,0.26,1.4,133.82,0.94,590.57,4
7478,795.93,0.32,1.08,134.22,1.26,429.8,5
7479,853.98,0.49,1.32,135.11,1.17,563.63,2
7480,791.5,0.43,2.34,138.29,1.26,926.06,3
7481,903.22,0.27,1.13,138.56,1.35,510.32,2
7482,808.83,0.18,2.67,139.25,1.11,1079.79,0
7483,609.71,0.44,2.7,138.68,1.17,823.11,1
7484,988.29,0.37,3.23,140.3,1.15,1596.09,0
7485,853.04,0.39,1.83,138.95,1.2,780.53,4
7486,883.82,0.44,2.29,138.13,1.33,1011.97,5
7487,750.93,0.23,2.07,138.86,1.22,777.21,5
7488,830.93,0.46,1.2,138.98,1.13,498.56,1
7489,720.57,0.18,1.76,141.08,1.34,634.1,0
7490,763.29,0.2,1.81,141.69,1.34,690.78,5
7491,725.33,0.21,1.47,142.01,1.22,533.12,5
7492,905.79,0.43,2.24,143.25,1.24,1014.48,0
7493,935.63,0.17,1.85,144.03,1.13,865.46,0
7494,649.21,0.15,1.95,143.49,1.22,632.98,5
7495,870.73,0.4,2.41,144.61,1.35,1049.23,2
7496,756.66,0.32,2.48,143.76,1.16,938.26,5
7497,745.69,0.18,1.69,144.63,1.19,630.11,5
7498,768.28,0.4,1.24,144.18,1.08,476.33,3
7499,847.17,0.1,2.25,144.53,1.17,953.07,2
7500,819.67,0.22,1.17,143.06,1.21,479.51,4
7501,998.45,0.33,2.69,143.03,1.09,1342.92,0
7502,627.59,0.32,1.87,142.72,1.04,586.8,3
7503,711.47,0.47,1.99,140.81,1.21,707.91,2
7504,738.93,0.23,1.4,140.39,1.02,517.25,0
7505,681.85,0.48,2.47,141.23,1.26,842.08,4
7506,732.38,0.37,1.77,140.84,1.16,648.16,1
7507,775.97,0.31,2.53,141.02,1.21,981.6,1
7508,792.61,0.46,1.15,140.38,1.24,455.75,1
7509,671.61,0.38,1.98,141.11,1.29,664.89,1
7510,897.97,0.35,2.36,141.0,1.33,1059.6,4
7511,683.7,0.39,2.21,143.08,1.22,755.49,1
7512,888.89,0.36,2.08,144.02,1.19,924.45,0
7513,741.02,0.46,1.89,144.56,1.33,700.26,4
7514,783.49,0.37,0.42,145.81,1.34,164.53,2
7515,779.47,0.2,1.98,147.75,1.25,771.68,5
7516,941.77,0.2,2.27,148.57,1.32,1068.91,4
7517,796.69,0.5,2.16,147.74,0.95,860.43,0
7518,772.2,0.32,1.43,149.21,1.25,552.12,0
7519,960.8,0.35,0.91,150.86,1.02,437.16,0
7520,751.87,0.41,2.17,149.54,1.14,815.78,0
7521,777.34,0.43,2.52,150.79,1.29,979.45,3
7522,829.11,0.37,2.99,150.56,1.26,1239.52,2
7523,930.45,0.41,2.92,151.29,1.01,1358.46,1
7524,935.58,0.41,1.23,151.3,1.31,575.38,2
7525,725.63,0.14,3.2,149.61,1.13,1161.01,1
7526,761.4,0.36,2.48,150.01,1.08,944.14,2
7527,638.45,0.22,1.76,149.34,1.33,561.84,0
7528,898.77,0.3,1.97,150.58,0.83,885.29,4
7529,851.64,0.25,1.77,149.98,1.21,753.7,1
7530,692.17,0.47,2.05,150.45,1.44,709.47,3
7531,867.97,0.13,1.48,149.82,1.41,642.3,2
7532,980.22,0.48,2.44,149.25,1.13,1195.87,3
7533,825.53,0.47,2.15,148.7,1.26,887.44,1
7534,944.51,0.38,1.58,146.93,1.03,746.16,1
7535,771.57,0.35,1.23,147.19,1.4,474.52,5
7536,901.96,0.13,2.08,147.25,1.28,938.04,1
7537,672.25,0.25,2.87,145.54,1.11,964.68,0
7538,924.13,0.16,2.58,146.27,1.24,1192.13,1
7539,607.93,0.16,2.52,146.64,1.17,765.99,3
7540,837.24,0.42,2.17,146.55,1.26,908.41,4
7541,794.71,0.22,2.17,146.39,1.17,862.26,0
7542,697.62,0.22,1.78,147.81,1.11,620.88,3
7543,609.21,0.16,1.18,147.73,1.15,359.43,2
7544,927.05,0.43,2.2,147.63,1.15,1019.76,4
7545,845.43,0.5,1.05,146.39,1.4,443.85,2
7546,842.91,0.13,1.76,148.64,1.26,741.76,0
7547,846.49,0.38,2.05,149.01,1.19,867.65,3
7548,699.66,0.38,0.83,151.13,1.12,290.36,2
7549,758.59,0.16,1.86,151.47,1.27,705.49,1
7550,863.53,0.33,2.72,149.3,1.18,1174.4,3
7551,837.77,0.1,2.15,149.59,1.16,900.6,5
7552,679.32,0.26,1.66,149.46,1.06,563.84,0
7553,828.64,0.11,2.65,149.09,1.19,1097.95,5
7554,741.77,0.17,1.41,148.0,1.17,522.95,3
7555,840.11,0.22,2.64,149.98,1.18,1108.95,5
7556,958.58,0.39,1.94,149.33,1.17,929.82,2
7557,756.33,0.49,1.13,148.17,1.21,427.33,5
7558,790.23,0.32,2.05,148.66,1.12,809.99,2
7559,759.28,0.48,1.53,148.33,1.13,580.85,1
7560,797.68,0.19,3.0,147.86,1.06,1196.52,2
7561,886.18,0.27,2.46,148.73,1.27,1090.0,5
7562,791.23,0.16,2.75,149.56,1.02,1087.94,0
7563,805.69,0.14,2.3,149.83,1.07,926.54,2
7564,749.63,0.33,1.24,150.07,1.29,464.77,4
7565,643.99,0.44,2.27,150.85,1.22,730.93,1
7566,839.57,0.45,2.35,150.69,1.31,986.49,2
7567,747.64,0.19,3.01,151.12,1.18,1125.2,0
7568,824.1,0.48,1.92,153.34,1.31,791.14,4
7569,969.68,0.32,2.01,153.31,1.22,974.53,2
7570,645.72,0.33,2.4,154.68,1.23,774.86,3
7571,644.64,0.17,1.44,153.87,1.12,464.14,3
7572,657.14,0.25,2.03,154.01,1.38,667.0,5
7573,872.11,0.19,2.28,156.0,1.2,994.21,1
7574,786.92,0.2,1.71,155.39,1.08,672.82,0
7575,753.27,0.28,2.85,154.41,1.19,1073.41,5
7576,815.64,0.25,3.19,153.17,1.16,1300.95,2
7577,726.76,0.49,1.74,152.58,1.29,632.28,5
7578,790.62,0.38,1.96,153.45,1.31,774.81,3
7579,582.14,0.12,1.77,153.55,1.14,515.19,1
7580,852.72,0.31,1.74,156.13,1.2,741.87,0
7581,726.92,0.36,2.25,156.24,1.03,817.78,4
7582,813.65,0.39,1.67,155.63,1.25,679.4,3
7583,809.44,0.36,2.17,155.35,1.32,878.24,2
7584,678.59,0.41,1.7,156.09,1.17,576.8,3
7585,947.72,0.28,1.66,158.2,1.3,786.61,3
7586,704.6,0.41,2.15,158.84,1.29,757.44,4
7587,663.94,0.17,1.96,156.36,1.33,650.66,5
7588,629.69,0.41,2.03,156.82,1.21,639.14,2
7589,649.53,0.36,2.53,154.98,1.12,821.66,0
7590,862.77,0.12,1.5,155.54,0.99,647.08,3
7591,752.53,0.29,2.2,155.51,1.29,827.78,2
7592,982.12,0.37,1.62,155.14,0.99,795.52,5
7593,794.59,0.31,1.41,154.5,1.24,560.19,3
7594,876.16,0.39,1.74,152.94,1.14,762.26,5
7595,829.12,0.24,1.96,152.92,1.03,812.54,5
7596,761.87,0.4,1.19,151.97,1.17,453.31,3
7597,824.15,0.15,1.79,151.53,1.05,737.61,2
7598,628.99,0.38,1.43,151.29,1.12,449.73,0
7599,842.82,0.27,1.65,151.41,1.35,695.33,4
7600,824.39,0.5,1.27,150.64,1.12,523.49,1
7601,721.91,0.45,1.76,150.2,1.24,635.28,2
7602,792.6,0.49,2.06,150.49,1.29,816.38,4
7603,729.28,0.3,1.92,150.4,1.13,700.11,3
7604,895.3,0.35,2.07,151.77,1.18,926.64,5
7605,790.11,0.28,2.21,150.59,1.05,873.07,3
7606,611.09,0.26,2.62,150.87,1.41,800.53,5
7607,827.78,0.36,1.81,148.11,1.26,749.14,5
7608,794.13,0.28,1.92,148.56,1.24,762.36,0
7609,907.6,0.31,0.42,150.77,1.12,190.6,0
7610,715.58,0.44,2.82,148.58,1.29,1008.97,4
7611,664.96,0.37,2.46,146.84,1.12,817.9,2
7612,840.85,0.35,2.17,145.76,1.28,912.32,4
7613,826.45,0.26,1.75,147.33,1.1,723.14,1
7614,701.09,0.34,1.92,146.75,1.23,673.05,3
7615,1030.64,0.49,2.82,146.22,1.2,1453.2,3
7616,1037.48,0.39,1.44,145.68,1.24,746.99,1
7617,841.97,0.28,2.38,145.75,1.09,1001.94,4
7618,489.76,0.27,2.61,145.27,1.34,639.14,5
7619,792.66,0.48,1.56,145.76,1.23,618.27,4
7620,739.5,0.38,2.57,145.75,1.27,950.26,1
7621,896.62,0.3,2.43,144.77,1.16,1089.39,0
7622,627.64,0.32,2.76,146.47,1.19,866.14,3
7623,689.11,0.23,1.72,147.45,1.21,592.63,4
7624,629.73,0.36,0.87,147.17,1.31,273.93,4
7625,867.49,0.25,2.14,146.37,1.31,928.21,5
7626,825.55,0.29,1.98,147.66,1.24,817.29,4
7627,928.95,0.34,0.87,149.56,1.08,404.09,0
7628,893.96,0.24,1.62,149.62,1.34,724.11,5
7629,803.28,0.27,2.34,148.66,1.35,939.84,4
7630,878.67,0.44,2.68,147.67,1.17,1177.42,5
7631,1036.37,0.36,1.94,148.48,1.06,1005.28,4
7632,750.46,0.22,2.17,149.14,1.25,814.25,5
7633,885.77,0.26,2.71,147.81,1.34,1200.22,4
7634,749.26,0.12,1.38,149.09,1.32,516.99,3
7635,640.13,0.45,1.97,148.41,1.17,630.53,0
7636,866.28,0.4,2.21,149.09,1.32,957.24,5
7637,545.24,0.18,1.33,146.35,1.37,362.58,5
7638,688.59,0.46,1.89,145.91,1.19,650.72,2
7639,880.04,0.39,2.09,145.83,1.34,919.64,0
7640,789.55,0.44,2.99,145.58,1.21,1180.38,3
7641,885.54,0.24,3.55,145.67,1.1,1571.83,5
7642,889.27,0.38,1.96,146.38,0.99,871.48,3
7643,724.74,0.46,3.08,146.27,1.15,1116.1,2
7644,849.92,0.13,2.54,146.21,1.3,1079.4,3
7645,882.31,0.24,1.89,146.24,1.26,833.78,1
7646,770.45,0.1,2.57,146.9,1.02,990.03,0
7647,808.48,0.14,2.64,146.48,1.25,1067.19,5
7648,879.11,0.25,2.55,145.79,1.24,1120.87,5
7649,649.74,0.44,2.27,145.73,1.22,737.45,5
7650,788.71,0.34,3.23,145.72,0.99,1273.77,3
7651,907.01,0.27,3.07,145.05,1.4,1392.26,5
7652,843.42,0.13,2.2,144.4,1.3,927.76,2
7653,740.47,0.39,2.39,142.94,1.18,884.86,5
7654,656.81,0.47,2.66,142.47,1.18,873.56,3
7655,898.85,0.19,1.93,143.03,1.21,867.39,2
7656,720.98,0.3,1.83,143.93,1.24,659.7,0
7657,757.7,0.42,2.46,142.96,1.02,931.97,4
7658,890.49,0.22,1.87,143.27,1.12,832.61,0
7659,700.3,0.2,1.98,140.67,1.23,693.3,1
7660,830.55,0.16,1.86,142.07,1.41,772.41,0
7661,657.67,0.13,1.22,141.63,1.25,401.18,1
7662,558.36,0.17,1.41,143.05,1.37,393.64,5
7663,926.66,0.31,2.36,142.13,1.28,1093.46,4
7664,883.92,0.13,2.54,142.08,1.2,1122.58,4
7665,744.82,0.33,1.16,141.59,1.19,432.0,2
7666,982.13,0.39,1.74,142.28,1.37,854.45,3
7667,812.29,0.1,2.18,142.72,1.39,885.4,2
7668,714.92,0.31,1.8,142.41,1.02,643.43,1
7669,754.85,0.11,2.1,144.52,1.22,792.59,5
7670,724.02,0.16,2.84,144.1,1.36,1028.11,3
7671,719.98,0.18,2.4,141.73,1.27,863.98,0
7672,659.47,0.23,1.73,141.92,1.36,570.44,5
7673,733.73,0.24,1.56,141.43,1.23,572.31,2
7674,732.01,0.37,2.39,142.44,1.32,874.75,5
7675,634.42,0.17,2.6,144.39,1.25,824.75,0
7676,725.53,0.17,2.68,145.65,1.18,972.21,4
7677,944.15,0.28,3.01,144.5,1.26,1420.95,0
7678,726.4,0.42,1.32,141.82,1.28,479.42,4
7679,599.61,0.16,2.58,142.28,1.24,773.5,5
7680,908.83,0.32,1.43,144.15,1.35,649.81,0
7681,573.5,0.29,2.02,143.43,1.19,579.24,1
7682,835.55,0.42,2.17,140.54,1.24,906.57,4
7683,738.56,0.15,1.38,141.72,1.22,509.61,1
7684,789.77,0.22,2.2,141.45,1.3,868.75,2
7685,1073.62,0.5,2.21,140.08,1.21,1186.35,4
7686,713.68,0.2,1.44,140.81,1.42,513.85,1
7687,909.68,0.24,1.69,139.63,1.21,768.68,0
7688,829.94,0.17,1.54,139.99,1.16,639.05,4
7689,746.41,0.16,2.89,140.19,1.14,1078.56,4
7690,901.61,0.49,2.11,139.45,1.08,951.2,1
7691,622.32,0.48,2.44,139.17,1.12,759.23,2
7692,886.45,0.23,1.83,139.25,1.22,811.1,3
7693,643.35,0.47,1.26,137.62,1.14,405.31,2
7694,907.49,0.12,2.06,138.47,0.98,934.71,4
7695,947.3,0.37,2.42,137.81,1.09,1146.23,0
7696,674.35,0.32,1.88,137.32,1.2,633.89,0
7697,823.23,0.17,1.92,137.91,0.99,790.3,1
7698,866.6,0.1,3.15,136.88,1.16,1364.9,4
7699,749.98,0.27,2.09,137.6,1.23,783.73,5
7700,678.4,0.31,1.48,136.54,1.08,502.02,1
7701,750.56,0.18,1.65,135.72,1.2,619.21,2
7702,847.82,0.21,1.29,136.0,1.24,546.84,0
7703,790.59,0.25,2.88,135.84,1.31,1138.45,0
7704,794.65,0.11,2.12,137.67,1.18,842.33,0
7705,698.02,0.14,1.44,137.63,1.1,502.57,0
7706,739.82,0.33,2.47,138.58,1.09,913.68,4
7707,830.53,0.38,1.4,138.51,1.2,581.37,2
7708,876.89,0.2,1.8,138.9,1.32,789.2,0
7709,830.58,0.12,2.18,138.66,1.27,905.33,1
7710,778.07,0.36,1.75,138.17,1.11,680.81,2
7711,859.89,0.28,1.76,138.47,1.16,756.7,2
7712,834.32,0.35,3.61,138.78,1.1,1505.95,4
7713,852.23,0.12,2.38,138.76,1.14,1014.15,1
7714,926.9,0.22,2.09,137.58,1.22,968.61,0
7715,718.67,0.37,1.99,138.59,1.25,715.08,3
7716,852.8,0.17,3.14,138.46,1.15,1338.9,5
7717,1105.26,0.11,2.08,138.17,1.37,1149.47,5
7718,953.31,0.2,2.07,138.12,1.22,986.68,2
7719,954.65,0.48,1.89,134.9,1.22,902.14,0
7720,960.79,0.13,2.39,135.42,1.14,1148.14,4
7721,665.35,0.28,2.13,134.94,1.21,708.6,1
7722,834.95,0.22,2.73,135.53,1.15,1139.71,1
7723,841.24,0.34,1.88,136.1,1.23,790.77,2
7724,837.23,0.16,1.85,138.64,1.29,774.44,3
7725,848.61,0.18,1.35,138.37,1.07,572.81,3
7726,817.26,0.4,2.91,139.19,1.0,1189.11,3
7727,718.37,0.14,2.28,137.21,1.22,818.94,0
7728,862.8,0.38,1.91,137.7,1.34,823.97,3
7729,858.15,0.21,2.28,137.56,1.2,978.29,1
7730,894.23,0.19,1.78,138.93,1.23,795.86,4
7731,740.91,0.22,1.24,139.13,1.12,459.36,2
7732,878.96,0.16,2.51,137.79,1.21,1103.09,4
7733,847.34,0.44,1.78,138.65,1.36,754.13,4
7734,811.15,0.25,3.35,138.75,1.2,1358.68,3
7735,796.42,0.11,1.37,138.97,1.19,545.55,5
7736,891.48,0.32,1.35,139.58,1.31,601.75,3
7737,1023.58,0.32,1.64,137.47,1.29,839.34,3
7738,798.41,0.38,2.23,136.72,1.09,890.23,1
7739,704.19,0.3,2.27,137.24,1.17,799.26,4
7740,899.51,0.37,1.83,136.34,1.13,823.05,0
7741,802.74,0.21,2.39,136.93,1.23,959.27,4
7742,679.0,0.42,1.19,136.89,1.15,404.0,5
7743,842.17,0.33,2.52,136.16,1.16,1061.13,2
7744,964.97,0.36,2.1,137.92,1.22,1013.22,4
7745,896.63,0.37,2.0,137.31,1.26,896.63,1
7746,728.22,0.46,2.98,137.82,1.19,1085.05,1
7747,874.33,0.42,1.47,137.95,1.41,642.63,5
7748,831.03,0.47,1.85,139.28,1.45,768.7,3
7749,909.24,0.39,1.31,138.61,1.08,595.55,4
7750,790.37,0.39,2.24,137.82,1.01,885.21,5
7751,870.66,0.31,2.0,136.75,1.1,870.66,4
7752,630.96,0.37,2.12,137.54,1.21,668.82,4
7753,959.28,0.3,2.8,135.48,1.26,1342.99,2
7754,704.08,0.18,1.08,134.06,1.04,380.2,3
7755,745.63,0.11,2.61,132.83,1.23,973.05,3
7756,681.71,0.2,2.21,135.02,1.24,753.29,0
7757,763.05,0.21,2.72,134.66,1.3,1037.75,3
7758,779.63,0.47,2.35,133.85,0.99,916.07,5
7759,817.63,0.34,2.02,133.57,1.3,825.81,2
7760,981.84,0.24,2.15,133.21,1.06,1055.48,0
7761,628.16,0.18,2.53,133.52,1.31,794.62,0
7762,906.15,0.35,2.67,133.11,1.11,1209.71,0
7763,698.89,0.31,1.99,132.73,1.28,695.4,3
7764,830.04,0.44,1.81,132.67,1.29,751.19,2
7765,897.67,0.17,2.09,133.17,1.19,938.07,5
7766,760.38,0.2,1.79,132.64,0.98,680.54,1
7767,769.83,0.45,1.16,133.37,1.23,446.5,0
7768,755.71,0.18,2.05,133.17,1.19,774.6,2
7769,866.02,0.46,1.45,133.1,1.07,627.86,4
7770,1085.8,0.28,1.74,136.06,1.1,944.65,3
7771,817.28,0.22,1.94,135.57,1.23,792.76,3
7772,830.69,0.11,1.66,135.94,1.19,689.47,4
7773,631.91,0.26,1.78,135.56,1.39,562.4,3
7774,857.24,0.21,2.14,134.87,1.17,917.25,2
7775,746.35,0.14,2.4,133.22,0.93,895.62,4
7776,887.79,0.32,2.09,133.72,1.15,927.74,5
7777,869.91,0.17,2.4,132.44,1.14,1043.89,1
7778,855.86,0.42,2.12,131.81,1.15,907.21,4
7779,790.4,0.5,2.0,133.44,1.3,790.4,1
7780,787.53,0.41,2.03,132.74,1.24,799.34,5
7781,748.19,0.26,1.82,131.99,1.28,680.85,2
7782,643.1,0.26,2.06,131.7,1.23,662.39,4
7783,716.09,0.29,1.99,131.65,1.24,712.51,4
7784,942.17,0.17,2.75,130.29,1.31,1295.48,0
7785,760.18,0.1,2.09,130.45,1.16,794.39,1
7786,692.89,0.13,2.68,130.44,1.18,928.47,5
7787,865.72,0.32,2.3,130.15,1.4,995.58,3
7788,682.02,0.11,1.69,127.95,1.05,576.31,3
7789,834.86,0.12,2.0,129.76,1.16,834.86,2
7790,861.95,0.19,2.47,129.29,1.31,1064.51,0
7791,880.46,0.44,1.36,128.92,1.19,598.71,3
7792,723.1,0.32,2.71,129.03,1.2,979.8,3
7793,871.86,0.49,1.77,128.05,1.12,771.6,4
7794,713.99,0.25,1.85,129.85,1.37,660.44,0
7795,738.54,0.28,1.38,130.72,1.21,509.59,1
7796,851.39,0.48,1.31,131.7,1.21,557.66,2
7797,810.38,0.34,2.32,132.26,1.19,940.04,0
7798,810.69,0.23,1.84,131.68,1.2,745.83,0
7799,729.72,0.38,1.86,130.96,1.07,678.64,1
7800,756.98,0.43,1.42,129.96,1.28,537.46,5
7801,692.51,0.47,1.93,127.16,0.98,668.27,2
7802,937.61,0.39,2.07,124.8,1.14,970.43,4
7803,795.08,0.14,1.87,124.43,1.25,743.4,3
7804,1046.1,0.31,2.02,124.62,1.37,1056.56,5
7805,712.52,0.32,2.76,125.81,1.1,983.28,1
7806,822.97,0.3,2.36,126.36,1.37,971.1,5
7807,574.42,0.18,1.56,125.67,1.13,448.05,5
7808,659.95,0.38,2.03,124.28,0.95,669.85,3
7809,1031.15,0.2,1.61,124.01,1.1,830.08,5
7810,838.62,0.1,2.04,123.48,1.27,855.39,5
7811,947.27,0.14,2.24,124.22,0.99,1060.94,2
7812,785.54,0.34,1.68,123.73,1.21,659.85,2
7813,816.4,0.12,1.47,124.68,1.17,600.05,5
7814,867.34,0.18,1.03,124.43,1.17,446.68,1
7815,948.91,0.22,1.43,125.62,1.23,678.47,1
7816,717.42,0.12,2.73,126.32,1.19,979.28,2
7817,901.68,0.2,1.69,126.96,1.2,761.92,1
7818,921.83,0.25,1.86,128.12,1.25,857.3,2
7819,728.49,0.2,1.21,127.68,1.17,440.74,3
7820,634.42,0.3,2.06,126.81,1.31,653.45,1
7821,639.89,0.25,2.2,127.82,1.14,703.88,2
