conveyorID,belt_speed [m/s],load_weight [kg],motor_current [A],belt_tension [N],belt_alignment_offset [mm],pulley_rotation_speed [RPM],ambient_temperature [°C],failure_type
8794,1.59,149.12,12.98,274.56,0.27,95.4,26.15,2
8795,1.56,117.17,12.34,258.58,0.24,93.6,26.23,3
8796,1.51,461.09,19.22,430.54,0.41,90.6,26.7,4
8797,1.53,464.37,19.29,432.18,-1.08,91.8,28.87,4
8798,1.62,159.65,13.19,279.82,0.32,97.2,26.94,2
8799,1.4,480.85,19.62,440.42,0.56,84.0,22.34,4
8800,1.51,276.34,15.53,338.17,0.21,90.6,22.23,2
8801,1.43,395.95,17.92,397.98,-0.14,85.8,27.31,2
8802,1.64,186.0,13.72,293.0,0.43,98.4,24.62,3
8803,1.56,253.15,15.06,326.58,0.44,93.6,26.79,3
8804,1.71,389.59,17.79,394.79,-0.05,102.6,24.6,0
8805,1.52,367.71,17.35,383.86,-0.17,91.2,25.19,0
8806,1.59,226.65,14.53,313.32,0.05,95.4,25.91,0
8807,1.41,488.97,19.78,444.48,-0.4,84.6,26.97,2
8808,1.41,429.16,18.58,414.58,0.28,84.6,26.42,5
8809,1.46,165.33,13.31,282.67,-0.16,87.6,24.08,0
8810,1.47,144.45,12.89,272.23,0.03,88.2,23.47,2
8811,1.56,308.56,16.17,354.28,1.09,93.6,24.46,4
8812,1.34,240.44,14.81,320.22,-0.13,80.4,27.59,3
8813,1.51,236.18,14.72,318.09,0.15,90.6,27.24,5
8814,1.32,274.42,15.49,337.21,0.17,79.2,27.17,4
8815,1.7,131.66,12.63,265.83,0.56,102.0,27.24,3
8816,1.51,207.86,14.16,303.93,0.23,90.6,22.46,2
8817,1.31,254.61,15.09,327.3,0.11,78.6,24.24,5
8818,1.5,256.37,15.13,328.18,-0.04,90.0,23.05,3
8819,1.5,426.32,18.53,413.16,0.79,90.0,26.05,1
8820,1.51,380.8,17.62,390.4,-0.88,90.6,25.6,3
8821,1.45,242.09,14.84,321.04,-0.14,87.0,25.36,0
8822,1.44,238.57,14.77,319.28,0.69,86.4,25.86,3
8823,1.42,479.45,19.59,439.72,0.5,85.2,20.26,0
8824,1.37,332.04,16.64,366.02,-0.67,82.2,21.73,2
8825,1.59,283.83,15.68,341.92,-0.39,95.4,25.94,4
8826,1.57,279.04,15.58,339.52,-0.17,94.2,19.26,4
8827,1.53,308.4,16.17,354.2,0.96,91.8,23.8,1
8828,1.51,436.62,18.73,418.31,0.13,90.6,27.75,1
8829,1.55,309.58,16.19,354.79,0.0,93.0,24.61,2
8830,1.48,299.92,16.0,349.96,-0.9,88.8,23.24,1
8831,1.45,299.68,15.99,349.84,-0.54,87.0,27.95,5
8832,1.55,267.07,15.34,333.54,0.35,93.0,24.55,3
8833,1.63,260.75,15.22,330.38,0.27,97.8,21.71,1
8834,1.38,123.98,12.48,261.99,0.85,82.8,26.12,5
8835,1.52,224.48,14.49,312.24,-0.19,91.2,24.43,4
8836,1.41,173.22,13.46,286.61,-0.41,84.6,26.81,4
8837,1.49,265.16,15.3,332.58,0.29,89.4,24.82,2
8838,1.49,248.61,14.97,324.3,-0.84,89.4,23.86,1
8839,1.6,305.61,16.11,352.8,0.32,96.0,23.47,3
8840,1.63,430.43,18.61,415.22,-0.08,97.8,29.27,2
8841,1.66,369.12,17.38,384.56,0.06,99.6,25.75,1
8842,1.37,115.54,12.31,257.77,0.94,82.2,24.17,5
8843,1.32,128.17,12.56,264.08,-0.6,79.2,22.2,3
8844,1.53,494.65,19.89,447.32,0.21,91.8,23.69,0
8845,1.39,370.02,17.4,385.01,0.03,83.4,20.37,5
8846,1.59,293.56,15.87,346.78,-0.98,95.4,24.9,1
8847,1.26,242.83,14.86,321.42,0.98,75.6,24.08,4
8848,1.43,493.16,19.86,446.58,0.31,85.8,25.17,0
8849,1.64,242.29,14.85,321.14,-0.06,98.4,24.45,4
8850,1.45,418.89,18.38,409.44,-0.71,87.0,22.02,0
8851,1.62,211.38,14.23,305.69,-0.37,97.2,23.13,4
8852,1.44,332.35,16.65,366.18,0.14,86.4,26.14,0
8853,1.57,424.27,18.49,412.14,-0.2,94.2,28.75,0
8854,1.53,314.86,16.3,357.43,0.05,91.8,26.56,2
8855,1.41,289.24,15.78,344.62,0.3,84.6,27.4,5
8856,1.5,311.4,16.23,355.7,-0.07,90.0,22.56,2
8857,1.39,140.96,12.82,270.48,0.55,83.4,24.92,0
8858,1.53,422.59,18.45,411.29,0.42,91.8,25.05,0
8859,1.63,385.08,17.7,392.54,-0.21,97.8,27.76,4
8860,1.42,479.55,19.59,439.78,0.92,85.2,25.65,4
8861,1.48,414.63,18.29,407.32,-0.4,88.8,26.66,0
8862,1.45,188.57,13.77,294.28,0.42,87.0,27.01,0
8863,1.43,175.97,13.52,287.98,-0.05,85.8,24.41,2
8864,1.6,145.95,12.92,272.98,-0.45,96.0,29.8,2
8865,1.5,216.68,14.33,308.34,0.14,90.0,26.49,1
8866,1.6,101.39,12.03,250.7,-0.25,96.0,22.46,4
8867,1.47,335.61,16.71,367.8,0.47,88.2,24.35,3
8868,1.62,244.06,14.88,322.03,-0.43,97.2,22.43,3
8869,1.53,157.32,13.15,278.66,0.53,91.8,25.18,2
8870,1.46,463.97,19.28,431.98,0.25,87.6,26.43,4
8871,1.49,178.83,13.58,289.42,-0.23,89.4,24.26,3
8872,1.87,282.87,15.66,341.44,-0.07,112.2,24.79,0
8873,1.46,437.98,18.76,418.99,-0.53,87.6,22.02,0
8874,1.41,494.63,19.89,447.32,-0.7,84.6,22.9,4
8875,1.46,385.82,17.72,392.91,-0.38,87.6,24.47,4
8876,1.48,135.18,12.7,267.59,-0.75,88.8,24.4,4
8877,1.41,482.62,19.65,441.31,0.11,84.6,23.61,0
8878,1.61,493.09,19.86,446.54,0.88,96.6,26.49,3
8879,1.42,430.43,18.61,415.22,0.22,85.2,28.57,5
8880,1.52,467.17,19.34,433.58,-0.15,91.2,26.81,5
8881,1.65,458.25,19.16,429.12,-0.5,99.0,26.58,3
8882,1.51,294.82,15.9,347.41,-0.35,90.6,25.92,3
8883,1.49,274.19,15.48,337.1,-0.22,89.4,23.66,0
8884,1.48,196.89,13.94,298.44,-0.23,88.8,23.99,2
8885,1.4,222.21,14.44,311.1,0.18,84.0,25.04,0
8886,1.24,275.86,15.52,337.93,0.62,74.4,24.5,3
8887,1.46,361.14,17.22,380.57,-0.4,87.6,22.43,5
8888,1.52,457.16,19.14,428.58,0.39,91.2,23.44,3
8889,1.44,455.85,19.12,427.92,0.3,86.4,25.13,4
8890,1.28,139.73,12.79,269.86,-0.61,76.8,27.45,0
8891,1.49,316.26,16.33,358.13,0.44,89.4,24.83,0
8892,1.54,374.63,17.49,387.32,-0.44,92.4,22.44,2
8893,1.51,266.14,15.32,333.07,-0.06,90.6,24.99,2
8894,1.49,475.93,19.52,437.96,0.55,89.4,27.54,0
8895,1.43,257.18,15.14,328.59,0.23,85.8,24.53,5
8896,1.32,328.82,16.58,364.41,-0.68,79.2,24.4,4
8897,1.62,241.57,14.83,320.78,-0.26,97.2,24.51,5
8898,1.52,469.36,19.39,434.68,-1.09,91.2,25.34,0
8899,1.47,105.88,12.12,252.94,-0.09,88.2,22.39,2
8900,1.37,132.17,12.64,266.08,0.71,82.2,25.16,3
8901,1.56,190.74,13.81,295.37,0.78,93.6,28.78,0
8902,1.48,233.96,14.68,316.98,-0.19,88.8,26.44,5
8903,1.46,111.37,12.23,255.68,0.59,87.6,23.67,0
8904,1.58,125.46,12.51,262.73,-0.04,94.8,25.08,3
8905,1.59,309.95,16.2,354.98,-0.47,95.4,26.0,2
8906,1.6,370.79,17.42,385.4,0.35,96.0,27.59,1
8907,1.59,394.09,17.88,397.04,1.12,95.4,24.97,1
8908,1.32,285.35,15.71,342.68,-0.32,79.2,24.25,4
8909,1.54,241.2,14.82,320.6,-0.18,92.4,21.6,1
8910,1.51,344.71,16.89,372.36,0.07,90.6,23.92,1
8911,1.63,372.08,17.44,386.04,0.28,97.8,28.45,2
8912,1.58,145.08,12.9,272.54,0.03,94.8,28.64,4
8913,1.45,452.82,19.06,426.41,-0.45,87.0,24.95,4
8914,1.5,159.23,13.18,279.62,-0.24,90.0,27.38,1
8915,1.55,489.39,19.79,444.7,-0.73,93.0,26.94,4
8916,1.62,236.39,14.73,318.2,0.01,97.2,23.56,1
8917,1.5,486.51,19.73,443.26,0.23,90.0,24.11,3
8918,1.4,492.45,19.85,446.22,-0.23,84.0,23.08,3
8919,1.45,144.37,12.89,272.18,-0.78,87.0,24.53,1
8920,1.48,410.79,18.22,405.4,-0.38,88.8,24.36,3
8921,1.47,308.88,16.18,354.44,0.41,88.2,23.64,3
8922,1.46,385.45,17.71,392.72,0.44,87.6,23.4,5
8923,1.55,195.1,13.9,297.55,0.87,93.0,22.25,5
8924,1.49,495.59,19.91,447.79,-0.42,89.4,25.81,5
8925,1.46,144.36,12.89,272.18,-0.3,87.6,26.38,4
8926,1.48,378.26,17.57,389.13,-0.31,88.8,22.46,2
8927,1.5,169.53,13.39,284.76,0.03,90.0,22.72,2
8928,1.58,460.79,19.22,430.4,-0.07,94.8,24.41,5
8929,1.58,202.78,14.06,301.39,0.84,94.8,24.29,2
8930,1.27,416.44,18.33,408.22,0.25,76.2,24.13,5
8931,1.69,300.13,16.0,350.06,0.64,101.4,23.36,4
8932,1.59,108.66,12.17,254.33,-0.48,95.4,22.64,4
8933,1.71,318.57,16.37,359.28,-0.72,102.6,22.97,0
8934,1.58,416.72,18.33,408.36,0.98,94.8,21.21,1
8935,1.56,197.43,13.95,298.72,-0.88,93.6,23.91,2
8936,1.62,476.29,19.53,438.14,-0.06,97.2,23.97,5
8937,1.6,434.18,18.68,417.09,0.79,96.0,25.13,0
8938,1.69,275.26,15.51,337.63,0.0,101.4,27.07,2
8939,1.65,116.12,12.32,258.06,-0.92,99.0,24.83,1
8940,1.38,246.45,14.93,323.23,-0.52,82.8,21.09,2
8941,1.65,431.6,18.63,415.8,0.24,99.0,26.46,1
8942,1.59,371.14,17.42,385.57,0.14,95.4,24.04,5
8943,1.59,184.39,13.69,292.2,-0.16,95.4,23.86,5
8944,1.42,427.11,18.54,413.56,0.09,85.2,29.17,3
8945,1.5,490.62,19.81,445.31,0.36,90.0,23.12,1
8946,1.46,284.79,15.7,342.4,0.05,87.6,25.07,0
8947,1.46,110.62,12.21,255.31,1.3,87.6,29.41,1
8948,1.38,428.26,18.57,414.13,0.05,82.8,26.01,4
8949,1.49,363.27,17.27,381.64,0.01,89.4,28.04,4
8950,1.44,105.19,12.1,252.6,-0.73,86.4,24.33,5
8951,1.5,203.66,14.07,301.83,0.6,90.0,25.93,5
8952,1.38,196.46,13.93,298.23,-0.52,82.8,29.5,3
8953,1.63,344.51,16.89,372.26,0.73,97.8,24.29,3
8954,1.4,471.67,19.43,435.84,0.64,84.0,28.76,1
8955,1.48,235.32,14.71,317.66,0.12,88.8,25.57,4
8956,1.55,478.31,19.57,439.16,-0.48,93.0,25.73,0
8957,1.43,223.84,14.48,311.92,-0.16,85.8,28.41,4
8958,1.45,352.6,17.05,376.3,-0.79,87.0,24.65,2
8959,1.38,133.45,12.67,266.73,0.05,82.8,26.75,1
8960,1.6,207.66,14.15,303.83,0.48,96.0,27.54,5
8961,1.43,325.19,16.5,362.6,-0.54,85.8,24.9,3
8962,1.42,231.77,14.64,315.88,0.09,85.2,18.66,4
8963,1.62,167.34,13.35,283.67,-0.92,97.2,28.23,5
8964,1.52,211.89,14.24,305.94,0.99,91.2,27.31,4
8965,1.56,372.11,17.44,386.06,0.66,93.6,25.94,0
8966,1.62,405.9,18.12,402.95,-0.69,97.2,25.11,4
8967,1.61,354.64,17.09,377.32,-0.44,96.6,25.51,3
8968,1.53,192.26,13.85,296.13,0.08,91.8,26.22,1
8969,1.46,255.99,15.12,328.0,-0.2,87.6,24.05,5
8970,1.43,286.32,15.73,343.16,-0.3,85.8,21.96,1
8971,1.47,383.23,17.66,391.62,-0.03,88.2,22.81,3
8972,1.63,180.63,13.61,290.32,0.28,97.8,25.38,1
8973,1.62,172.01,13.44,286.0,0.82,97.2,23.63,5
8974,1.53,131.08,12.62,265.54,-0.27,91.8,23.51,5
8975,1.42,339.86,16.8,369.93,-0.75,85.2,26.56,1
8976,1.45,378.38,17.57,389.19,0.08,87.0,25.77,0
8977,1.41,418.04,18.36,409.02,-0.77,84.6,27.59,2
8978,1.64,417.45,18.35,408.72,-0.47,98.4,26.61,5
8979,1.55,331.19,16.62,365.6,0.32,93.0,23.02,2
8980,1.34,177.55,13.55,288.77,-0.21,80.4,23.41,4
8981,1.54,469.65,19.39,434.82,-0.86,92.4,27.82,4
8982,1.48,272.58,15.45,336.29,-0.36,88.8,24.54,4
8983,1.32,450.59,19.01,425.29,0.16,79.2,23.03,1
8984,1.56,264.01,15.28,332.0,0.33,93.6,23.53,0
8985,1.53,412.04,18.24,406.02,-0.67,91.8,23.51,0
8986,1.47,103.15,12.06,251.58,-0.11,88.2,26.73,4
8987,1.67,212.18,14.24,306.09,-0.12,100.2,24.94,0
8988,1.51,365.81,17.32,382.9,-0.43,90.6,24.28,3
8989,1.47,350.73,17.01,375.36,0.05,88.2,25.09,2
8990,1.6,221.07,14.42,310.53,0.49,96.0,24.47,2
8991,1.58,176.79,13.54,288.4,0.29,94.8,28.47,5
8992,1.42,477.08,19.54,438.54,-0.11,85.2,27.2,0
8993,1.55,190.18,13.8,295.09,-0.35,93.0,29.6,5
8994,1.43,176.51,13.53,288.26,0.32,85.8,25.37,5
8995,1.42,108.15,12.16,254.08,0.23,85.2,23.32,2
8996,1.39,483.71,19.67,441.86,-0.59,83.4,26.01,3
8997,1.69,428.36,18.57,414.18,-0.7,101.4,29.11,2
8998,1.31,493.05,19.86,446.52,0.09,78.6,20.23,3
8999,1.62,333.24,16.66,366.62,-0.3,97.2,28.47,5
9000,1.55,229.5,14.59,314.75,0.2,93.0,23.14,0
9001,1.7,326.74,16.53,363.37,-0.96,102.0,24.49,1
9002,1.24,157.57,13.15,278.78,-0.57,74.4,20.49,1
9003,1.43,493.44,19.87,446.72,0.44,85.8,26.44,4
9004,1.49,136.94,12.74,268.47,0.19,89.4,28.61,2
9005,1.34,416.03,18.32,408.02,0.45,80.4,26.81,0
9006,1.45,409.21,18.18,404.6,1.03,87.0,23.83,5
9007,1.51,142.24,12.84,271.12,0.2,90.6,23.2,2
9008,1.56,334.94,16.7,367.47,0.62,93.6,25.68,4
9009,1.62,316.84,16.34,358.42,0.32,97.2,24.37,2
9010,1.52,125.96,12.52,262.98,0.14,91.2,26.0,0
9011,1.4,166.9,13.34,283.45,-0.11,84.0,21.34,4
9012,1.51,139.55,12.79,269.77,-0.23,90.6,23.09,2
9013,1.44,212.88,14.26,306.44,0.03,86.4,26.05,2
9014,1.54,399.53,17.99,399.76,0.08,92.4,23.48,5
9015,1.61,417.73,18.35,408.86,-0.29,96.6,27.1,4
9016,1.55,132.63,12.65,266.32,-0.26,93.0,23.48,3
9017,1.48,305.95,16.12,352.98,0.64,88.8,26.05,3
9018,1.62,428.68,18.57,414.34,-0.34,97.2,27.32,3
9019,1.58,484.27,19.69,442.14,0.47,94.8,22.11,0
9020,1.41,452.07,19.04,426.04,0.35,84.6,24.91,1
9021,1.46,320.24,16.4,360.12,0.02,87.6,26.47,1
9022,1.4,160.5,13.21,280.25,-0.14,84.0,24.89,5
9023,1.53,382.33,17.65,391.16,0.08,91.8,28.73,0
9024,1.49,257.75,15.16,328.88,-0.54,89.4,25.08,0
9025,1.36,155.74,13.11,277.87,0.18,81.6,22.94,2
9026,1.66,289.66,15.79,344.83,-0.75,99.6,21.57,1
9027,1.54,389.78,17.8,394.89,0.09,92.4,23.74,4
9028,1.61,245.39,14.91,322.7,-0.54,96.6,26.89,4
9029,1.44,248.52,14.97,324.26,-0.28,86.4,22.51,5
9030,1.55,479.48,19.59,439.74,0.86,93.0,22.65,4
9031,1.48,218.3,14.37,309.15,-0.02,88.8,22.6,3
9032,1.33,131.02,12.62,265.51,0.13,79.8,26.45,1
9033,1.58,422.25,18.44,411.12,0.43,94.8,25.75,0
9034,1.55,355.13,17.1,377.56,0.03,93.0,25.77,3
9035,1.66,230.34,14.61,315.17,0.02,99.6,25.69,2
9036,1.49,149.46,12.99,274.73,-0.3,89.4,22.16,2
9037,1.47,292.02,15.84,346.01,-0.05,88.2,26.16,0
9038,1.83,377.29,17.55,388.64,-0.16,109.8,20.78,2
9039,1.57,363.99,17.28,382.0,0.42,94.2,20.62,2
9040,1.35,422.09,18.44,411.04,0.55,81.0,25.27,2
9041,1.58,152.64,13.05,276.32,0.29,94.8,24.87,4
9042,1.54,353.24,17.06,376.62,0.49,92.4,22.32,5
9043,1.43,296.67,15.93,348.34,-0.4,85.8,23.16,3
9044,1.44,184.43,13.69,292.22,-0.05,86.4,23.17,3
9045,1.36,210.07,14.2,305.03,-0.05,81.6,24.47,4
9046,1.57,398.94,17.98,399.47,-0.26,94.2,24.8,3
9047,1.55,188.8,13.78,294.4,-1.11,93.0,27.04,4
9048,1.55,365.23,17.3,382.62,0.63,93.0,25.48,0
9049,1.56,251.35,15.03,325.68,-0.19,93.6,27.67,4
9050,1.42,131.1,12.62,265.55,0.68,85.2,22.24,3
9051,1.49,445.17,18.9,422.58,-0.81,89.4,26.6,1
9052,1.39,155.07,13.1,277.53,-0.33,83.4,25.95,0
9053,1.61,432.77,18.66,416.38,0.76,96.6,24.1,3
9054,1.55,207.25,14.14,303.62,0.15,93.0,24.35,2
9055,1.44,180.73,13.61,290.36,-0.07,86.4,24.81,0
9056,1.32,194.13,13.88,297.06,0.7,79.2,23.3,2
9057,1.63,459.61,19.19,429.8,-0.51,97.8,28.7,2
9058,1.52,341.94,16.84,370.97,0.65,91.2,25.13,4
9059,1.43,454.05,19.08,427.02,0.35,85.8,29.57,4
9060,1.51,176.36,13.53,288.18,-0.4,90.6,23.46,0
9061,1.45,104.34,12.09,252.17,0.12,87.0,28.76,4
9062,1.6,165.95,13.32,282.98,0.07,96.0,25.04,0
9063,1.65,483.47,19.67,441.74,-0.27,99.0,21.66,1
9064,1.44,184.4,13.69,292.2,0.6,86.4,21.3,0
9065,1.36,168.86,13.38,284.43,0.46,81.6,23.68,1
9066,1.31,374.13,17.48,387.06,-0.14,78.6,25.22,5
9067,1.53,347.26,16.95,373.63,-0.17,91.8,27.06,5
9068,1.53,451.73,19.03,425.86,-0.13,91.8,22.5,2
9069,1.53,115.24,12.3,257.62,0.7,91.8,26.25,0
9070,1.51,457.23,19.14,428.62,-0.42,90.6,27.81,5
9071,1.39,453.63,19.07,426.82,0.25,83.4,26.8,1
9072,1.51,110.52,12.21,255.26,-0.31,90.6,24.37,1
9073,1.22,368.52,17.37,384.26,0.52,73.2,27.16,2
9074,1.4,179.47,13.59,289.74,1.42,84.0,22.58,0
9075,1.55,353.98,17.08,376.99,-0.16,93.0,27.24,2
9076,1.57,340.42,16.81,370.21,0.29,94.2,24.81,2
9077,1.82,291.87,15.84,345.94,-0.2,109.2,26.67,0
9078,1.5,233.09,14.66,316.54,0.61,90.0,26.53,5
9079,1.64,469.83,19.4,434.92,-1.87,98.4,25.68,2
9080,1.61,131.57,12.63,265.78,-0.54,96.6,26.75,1
9081,1.57,144.7,12.89,272.35,0.39,94.2,25.19,4
9082,1.4,448.13,18.96,424.06,-0.42,84.0,27.4,5
9083,1.68,427.51,18.55,413.76,0.25,100.8,24.18,0
9084,1.56,476.37,19.53,438.18,-0.01,93.6,26.07,1
9085,1.56,278.71,15.57,339.36,-0.13,93.6,24.39,1
9086,1.65,403.24,18.06,401.62,0.61,99.0,24.83,1
9087,1.58,379.42,17.59,389.71,0.04,94.8,26.38,3
9088,1.6,449.38,18.99,424.69,-0.34,96.0,25.12,5
9089,1.3,339.48,16.79,369.74,-0.22,78.0,26.35,1
9090,1.48,481.26,19.63,440.63,-0.28,88.8,27.53,3
9091,1.47,224.72,14.49,312.36,-0.44,88.2,22.28,2
9092,1.41,496.7,19.93,448.35,-0.28,84.6,24.0,1
9093,1.34,122.21,12.44,261.1,0.07,80.4,20.8,1
9094,1.36,245.68,14.91,322.84,-0.52,81.6,26.44,4
9095,1.62,269.49,15.39,334.74,1.02,97.2,22.86,5
9096,1.61,379.72,17.59,389.86,-0.46,96.6,27.11,0
9097,1.42,196.5,13.93,298.25,-0.11,85.2,29.61,4
9098,1.48,214.72,14.29,307.36,0.43,88.8,29.23,5
9099,1.46,254.83,15.1,327.42,0.31,87.6,24.12,3
9100,1.39,335.83,16.72,367.92,-0.94,83.4,27.29,3
9101,1.45,266.71,15.33,333.36,0.08,87.0,26.38,1
9102,1.68,284.01,15.68,342.0,0.4,100.8,22.8,0
9103,1.53,209.65,14.19,304.82,0.23,91.8,23.49,3
9104,1.6,280.05,15.6,340.02,-0.33,96.0,25.46,1
9105,1.59,154.52,13.09,277.26,0.35,95.4,22.66,1
9106,1.28,415.12,18.3,407.56,-1.21,76.8,24.3,0
9107,1.42,307.5,16.15,353.75,-0.56,85.2,26.59,4
9108,1.44,484.0,19.68,442.0,-0.01,86.4,24.27,3
9109,1.54,424.17,18.48,412.08,1.11,92.4,25.7,0
9110,1.43,178.23,13.56,289.12,0.45,85.8,20.74,1
9111,1.51,262.29,15.25,331.14,-0.8,90.6,26.32,1
9112,1.47,333.54,16.67,366.77,-0.11,88.2,25.53,5
9113,1.53,125.27,12.51,262.64,-0.05,91.8,24.03,2
9114,1.55,147.65,12.95,273.82,-0.46,93.0,24.01,2
9115,1.6,129.38,12.59,264.69,0.4,96.0,24.3,1
9116,1.36,443.97,18.88,421.98,-0.13,81.6,24.59,1
9117,1.41,487.94,19.76,443.97,0.36,84.6,24.59,1
9118,1.53,426.65,18.53,413.32,-0.65,91.8,27.44,1
9119,1.49,357.24,17.14,378.62,0.28,89.4,23.33,2
9120,1.43,133.97,12.68,266.98,-0.06,85.8,23.58,5
9121,1.6,368.99,17.38,384.5,-0.21,96.0,26.05,4
9122,1.59,326.15,16.52,363.08,0.59,95.4,20.34,2
9123,1.56,203.33,14.07,301.67,-0.21,93.6,23.23,3
9124,1.41,277.68,15.55,338.84,-0.38,84.6,23.09,3
9125,1.49,239.01,14.78,319.5,0.08,89.4,25.66,4
9126,1.4,354.94,17.1,377.47,-0.44,84.0,26.15,2
9127,1.28,268.2,15.36,334.1,-0.25,76.8,24.09,2
9128,1.44,208.32,14.17,304.16,-0.14,86.4,25.56,3
9129,1.45,151.67,13.03,275.83,-0.26,87.0,25.21,4
9130,1.4,118.31,12.37,259.15,0.57,84.0,26.79,0
9131,1.65,281.91,15.64,340.96,-0.42,99.0,27.91,5
9132,1.6,474.78,19.5,437.39,-0.11,96.0,27.76,0
9133,1.48,331.35,16.63,365.68,-0.03,88.8,28.84,3
9134,1.62,104.66,12.09,252.33,-0.07,97.2,25.16,3
9135,1.42,110.88,12.22,255.44,0.18,85.2,25.58,5
9136,1.47,496.99,19.94,448.5,0.05,88.2,24.82,5
9137,1.61,134.4,12.69,267.2,-0.07,96.6,24.55,0
9138,1.37,165.35,13.31,282.68,0.57,82.2,23.2,2
9139,1.54,262.48,15.25,331.24,1.16,92.4,27.9,4
9140,1.54,206.45,14.13,303.23,-0.35,92.4,21.23,1
9141,1.6,253.18,15.06,326.59,-0.78,96.0,26.46,1
9142,1.54,288.8,15.78,344.4,0.06,92.4,23.65,4
9143,1.48,282.78,15.66,341.39,0.27,88.8,25.97,4
9144,1.37,108.23,12.16,254.12,-1.12,82.2,22.51,3
9145,1.48,492.37,19.85,446.18,-0.21,88.8,29.06,3
9146,1.26,470.65,19.41,435.32,-0.35,75.6,25.38,4
9147,1.48,255.52,15.11,327.76,-0.09,88.8,28.03,4
9148,1.47,298.74,15.97,349.37,-0.13,88.2,23.13,3
9149,1.43,125.67,12.51,262.83,-0.37,85.8,27.29,3
9150,1.66,106.09,12.12,253.04,-0.47,99.6,23.75,0
9151,1.44,215.03,14.3,307.52,0.35,86.4,23.95,5
9152,1.6,103.8,12.08,251.9,0.01,96.0,23.42,3
9153,1.51,232.86,14.66,316.43,0.45,90.6,26.22,4
9154,1.53,334.29,16.69,367.14,0.17,91.8,23.54,2
9155,1.45,469.79,19.4,434.9,-0.3,87.0,25.78,2
9156,1.53,423.05,18.46,411.52,0.75,91.8,24.98,5
9157,1.73,113.06,12.26,256.53,-0.49,103.8,24.09,2
9158,1.48,441.52,18.83,420.76,-0.66,88.8,24.12,3
9159,1.56,104.0,12.08,252.0,0.71,93.6,25.43,3
9160,1.56,345.59,16.91,372.79,-0.01,93.6,26.27,5
9161,1.23,228.79,14.58,314.4,0.58,73.8,27.19,5
9162,1.58,218.39,14.37,309.2,0.55,94.8,25.44,2
9163,1.54,273.44,15.47,336.72,-1.37,92.4,27.65,0
9164,1.47,487.46,19.75,443.73,0.21,88.2,23.67,4
9165,1.63,185.32,13.71,292.66,0.42,97.8,25.63,3
9166,1.49,152.13,13.04,276.06,1.07,89.4,25.4,5
9167,1.6,328.59,16.57,364.29,0.31,96.0,20.71,3
9168,1.41,118.82,12.38,259.41,-0.41,84.6,27.81,4
9169,1.24,153.47,13.07,276.74,0.24,74.4,27.72,4
9170,1.64,473.89,19.48,436.94,0.17,98.4,27.79,2
9171,1.56,170.1,13.4,285.05,-0.62,93.6,25.75,3
9172,1.72,349.63,16.99,374.82,-0.24,103.2,26.35,0
9173,1.62,158.46,13.17,279.23,0.33,97.2,25.02,2
9174,1.54,149.34,12.99,274.67,-0.37,92.4,28.46,4
9175,1.56,309.59,16.19,354.79,0.01,93.6,24.74,4
9176,1.47,174.23,13.48,287.12,-0.1,88.2,24.18,1
9177,1.5,137.93,12.76,268.97,-0.14,90.0,26.97,4
9178,1.31,413.87,18.28,406.94,0.77,78.6,27.78,0
9179,1.54,452.34,19.05,426.17,0.44,92.4,25.1,4
9180,1.41,166.72,13.33,283.36,0.27,84.6,24.5,0
9181,1.51,291.05,15.82,345.52,0.66,90.6,23.6,2
9182,1.68,237.68,14.75,318.84,0.64,100.8,24.88,0
9183,1.49,454.62,19.09,427.31,-0.07,89.4,28.09,2
9184,1.61,204.93,14.1,302.47,-0.21,96.6,25.17,5
9185,1.53,439.83,18.8,419.92,-0.06,91.8,25.44,2
9186,1.37,147.79,12.96,273.9,0.02,82.2,25.68,4
9187,1.44,448.4,18.97,424.2,-0.43,86.4,26.32,5
9188,1.53,174.65,13.49,287.32,0.21,91.8,24.35,1
9189,1.61,354.9,17.1,377.45,0.66,96.6,24.42,1
9190,1.64,495.08,19.9,447.54,0.15,98.4,28.13,1
9191,1.44,186.97,13.74,293.48,-0.35,86.4,24.72,3
9192,1.55,483.37,19.67,441.68,0.08,93.0,27.08,2
9193,1.43,196.05,13.92,298.02,-1.09,85.8,25.33,2
9194,1.58,217.7,14.35,308.85,-0.01,94.8,21.97,2
9195,1.58,412.73,18.25,406.36,0.03,94.8,25.15,0
9196,1.41,422.47,18.45,411.24,-0.23,84.6,24.44,5
9197,1.53,480.02,19.6,440.01,-0.54,91.8,26.65,3
9198,1.43,266.07,15.32,333.04,0.52,85.8,26.54,0
9199,1.42,406.77,18.14,403.38,-0.31,85.2,24.63,5
9200,1.35,324.18,16.48,362.09,-0.08,81.0,22.11,2
9201,1.51,186.55,13.73,293.27,0.01,90.6,24.67,5
9202,1.57,483.4,19.67,441.7,0.58,94.2,26.12,1
9203,1.54,180.93,13.62,290.47,0.03,92.4,24.77,2
9204,1.57,182.23,13.64,291.12,0.49,94.2,22.48,4
9205,1.38,391.57,17.83,395.78,0.37,82.8,25.67,0
9206,1.54,151.58,13.03,275.79,0.41,92.4,24.74,2
9207,1.5,102.26,12.05,251.13,0.78,90.0,29.35,4
9208,1.35,163.55,13.27,281.77,0.36,81.0,28.12,3
