machineID,injection_pressure [bar],melt_temperature [°C],clamping_force [ton],cycle_time [seconds],screw_speed [RPM],cooling_time [seconds],hydraulic_pressure [psi],failure_type
8599,104.09,211.07,50.66,33.4,53.82,20.61,2897.57,3
8600,106.25,183.49,50.42,30.86,135.91,18.63,3314.26,2
8601,100.45,210.76,42.59,26.69,106.63,20.08,2837.95,0
8602,103.63,184.42,50.7,31.53,149.17,20.21,3114.65,0
8603,103.42,192.39,43.84,29.06,101.1,21.99,3104.2,0
8604,127.1,198.65,41.29,23.51,79.62,21.73,2824.78,0
8605,83.61,212.97,53.65,24.3,125.93,18.31,2940.99,1
8606,101.74,203.39,48.19,29.23,127.1,19.99,3196.4,1
8607,119.41,187.29,52.89,30.18,114.97,24.07,3149.54,4
8608,119.06,189.69,42.65,31.13,53.52,23.04,2950.09,1
8609,102.01,203.79,43.96,29.96,99.46,19.77,2872.38,2
8610,92.28,200.13,64.17,31.88,86.91,21.43,3018.99,3
8611,87.69,199.05,54.66,27.2,143.3,20.94,3019.33,3
8612,99.43,195.01,54.91,29.66,142.88,19.18,3033.29,3
8613,96.74,214.36,55.13,30.37,86.67,17.11,2721.26,3
8614,98.26,197.82,40.45,28.13,144.07,21.17,2970.49,0
8615,108.07,189.14,50.35,35.77,71.06,22.42,3184.53,1
8616,125.16,191.3,50.43,30.86,72.38,20.78,2967.22,3
8617,105.54,216.28,44.44,30.9,137.86,18.36,3044.37,2
8618,117.73,217.64,51.27,22.72,88.31,20.37,2964.34,5
8619,113.86,183.94,45.49,33.32,70.1,20.09,3156.5,1
8620,100.41,214.75,46.57,22.36,77.29,18.62,3276.16,0
8621,126.41,214.84,49.02,25.42,147.43,22.6,2889.91,4
8622,109.64,187.76,52.04,31.72,149.82,18.4,3047.73,4
8623,100.72,204.87,44.49,31.34,121.21,18.94,2849.14,4
8624,104.33,218.3,47.88,29.27,103.74,21.33,2829.53,0
8625,91.01,194.21,60.8,31.25,101.13,22.55,3340.73,4
8626,117.85,219.92,49.01,29.32,85.81,18.9,3425.02,1
8627,90.22,214.67,50.59,28.29,143.36,21.12,2862.08,4
8628,81.17,180.51,49.31,33.09,148.81,22.68,2831.41,2
8629,99.28,201.95,52.02,31.08,52.62,17.67,2981.28,1
8630,107.53,195.51,44.04,34.63,58.31,22.95,3299.38,5
8631,105.41,208.89,53.94,27.33,115.75,17.36,2667.9,1
8632,107.21,216.5,51.16,33.5,107.14,21.1,3060.0,5
8633,99.83,208.35,52.09,30.72,93.03,17.87,3051.07,2
8634,89.2,217.9,56.41,32.51,110.6,18.94,2956.14,1
8635,112.64,193.62,47.49,33.95,113.41,20.99,3143.64,0
8636,109.76,204.4,55.53,27.42,108.05,22.59,2687.59,4
8637,125.33,208.73,47.12,30.81,131.42,19.74,2661.01,1
8638,100.68,213.16,49.55,35.69,53.4,23.06,2882.56,3
8639,100.21,215.49,52.25,29.27,113.25,22.87,2747.38,2
8640,109.65,180.62,56.09,32.17,149.26,19.39,3220.05,5
8641,106.16,211.1,43.73,30.23,88.45,19.87,3020.15,3
8642,107.69,216.16,45.34,30.61,149.11,20.16,2905.41,3
8643,113.34,188.82,51.78,30.96,122.11,19.8,3078.96,1
8644,94.54,208.61,47.88,31.16,146.96,21.75,2970.91,5
8645,94.9,208.82,54.17,31.32,136.47,22.45,2797.71,4
8646,86.71,197.8,47.43,31.49,128.04,19.63,2838.27,0
8647,92.93,201.89,41.47,26.1,131.83,21.28,3125.07,4
8648,110.45,195.4,53.07,33.52,103.83,21.93,3017.88,0
8649,112.96,181.46,46.16,25.21,91.81,19.89,2835.62,3
8650,98.52,186.29,49.28,30.94,148.23,19.81,2922.98,1
8651,114.28,185.59,44.0,29.7,108.38,21.38,3044.37,2
8652,101.44,190.85,45.34,27.07,109.85,21.71,2946.97,5
8653,99.59,183.9,45.57,30.11,149.21,18.19,3172.42,1
8654,89.72,209.39,48.43,28.77,110.79,19.88,3071.79,4
8655,88.04,185.29,44.74,21.45,108.35,18.71,3140.78,1
8656,94.53,182.45,53.68,33.57,71.97,21.65,3038.03,0
8657,96.7,185.66,50.63,27.78,138.93,21.58,2891.06,3
8658,97.62,197.93,49.71,32.27,116.46,17.8,3158.84,2
8659,108.62,195.07,47.23,24.37,101.08,19.71,3011.19,1
8660,126.59,194.51,43.78,33.96,78.36,19.65,2976.31,2
8661,106.57,191.15,50.16,29.01,124.6,22.09,3527.92,5
8662,99.38,218.72,52.98,28.1,80.19,20.24,3031.29,0
8663,121.37,207.66,50.23,27.81,60.72,21.06,3239.6,3
8664,103.59,184.45,48.08,31.86,64.41,23.08,3062.48,4
8665,109.35,196.27,50.03,26.34,119.97,18.84,2980.22,4
8666,88.1,191.23,51.57,27.49,130.82,21.17,2844.02,2
8667,105.68,211.3,47.39,32.03,77.3,18.8,2945.73,3
8668,100.11,203.86,41.93,20.05,116.14,19.02,3134.05,3
8669,88.45,200.54,56.83,33.21,109.21,19.64,2706.39,1
8670,87.42,183.48,58.99,27.67,108.86,19.97,2638.89,2
8671,109.29,187.9,41.6,28.01,75.29,18.89,3008.98,5
8672,87.12,182.15,50.77,29.97,68.51,17.78,2401.86,5
8673,84.97,198.03,50.28,30.45,117.92,15.54,2998.1,1
8674,95.31,210.43,48.11,28.01,88.39,19.69,3203.62,3
8675,106.25,197.74,58.52,28.17,66.3,21.48,2717.26,2
8676,109.09,181.96,45.58,28.7,63.94,22.02,3053.97,2
8677,106.65,214.37,52.13,29.39,121.4,14.91,2688.12,2
8678,98.39,189.91,53.61,25.72,111.66,23.17,2915.14,5
8679,107.6,191.69,46.43,27.19,52.41,21.45,3021.42,2
8680,86.94,215.52,53.04,29.24,136.47,16.55,3018.25,1
8681,74.73,191.07,47.62,33.41,110.41,15.96,3080.59,3
8682,83.9,205.22,54.55,32.72,93.43,22.64,2925.83,5
8683,84.55,183.17,58.13,30.1,68.77,19.89,3077.8,0
8684,119.2,187.56,45.51,33.09,106.85,19.57,2790.98,3
8685,92.22,213.15,59.31,33.77,128.19,18.89,3135.65,2
8686,114.61,196.71,36.57,28.98,146.23,18.68,2995.07,5
8687,109.06,207.38,56.45,27.35,111.86,21.36,2737.17,2
8688,108.51,182.61,56.59,29.73,101.14,21.05,3263.52,5
8689,98.86,203.46,51.17,28.73,117.02,20.86,2938.12,0
8690,104.63,202.89,49.45,30.95,114.11,17.13,2693.09,2
8691,107.65,197.7,45.63,27.12,118.44,19.09,2998.66,5
8692,99.66,219.98,49.46,26.11,66.2,20.74,3178.94,3
8693,80.47,210.16,55.04,28.06,140.93,18.16,3148.26,0
8694,105.41,194.45,46.45,30.02,53.2,20.88,2594.55,2
8695,93.32,189.01,46.09,30.17,107.89,20.34,2886.36,1
8696,92.3,213.53,39.21,26.98,83.81,19.43,2758.85,0
8697,113.77,189.27,49.86,30.25,69.92,18.58,3241.2,5
8698,108.48,199.2,48.64,33.25,87.47,19.91,2900.67,1
8699,99.09,214.91,44.63,26.15,92.19,26.33,3044.4,1
8700,88.35,217.57,48.89,27.61,114.72,19.65,2936.16,4
8701,97.56,203.28,52.84,31.56,108.01,20.44,3093.15,1
8702,100.52,218.56,46.91,32.61,61.05,22.94,3093.35,1
8703,104.2,184.5,47.04,30.12,71.5,18.83,3277.77,1
8704,97.48,184.35,54.19,29.11,112.08,17.71,2736.94,4
8705,112.29,197.79,52.99,22.06,149.26,20.2,3250.89,2
8706,93.66,206.44,56.17,31.11,114.35,18.22,2753.64,2
8707,88.44,184.25,49.36,30.1,135.67,22.47,2813.28,2
8708,105.33,197.03,51.16,32.75,77.83,19.58,2324.19,2
8709,118.88,180.81,50.45,27.61,141.85,22.75,3094.37,5
8710,104.17,193.73,50.01,24.57,71.79,20.15,2885.41,4
8711,107.27,196.94,53.15,31.52,143.08,20.99,3038.51,2
8712,104.38,212.34,47.5,23.66,108.33,20.38,3067.38,5
8713,96.72,191.88,55.44,28.93,124.68,18.86,3031.62,0
8714,108.29,213.28,44.44,29.03,129.5,17.06,3079.38,4
8715,93.91,190.64,51.71,33.79,122.36,19.31,3122.55,5
8716,88.14,197.19,55.28,34.93,137.38,21.09,3166.31,3
8717,85.52,210.7,52.53,34.22,63.81,20.05,2974.14,2
8718,87.23,215.42,43.89,30.28,81.71,22.71,3237.01,0
8719,93.64,197.47,48.33,27.24,108.17,18.89,2856.36,0
8720,121.22,193.26,47.13,36.13,55.4,22.45,3041.78,1
8721,115.19,201.17,44.02,31.18,87.33,20.69,3008.06,2
8722,98.78,202.67,56.03,31.57,71.81,18.43,2829.0,1
8723,103.8,193.77,43.48,28.65,102.82,19.44,3197.02,5
8724,111.88,205.15,55.97,28.04,50.71,19.18,3103.74,4
8725,105.36,204.14,43.23,29.38,81.33,21.46,3124.19,0
8726,87.75,189.53,49.03,28.54,125.62,17.67,3104.93,0
8727,136.13,188.21,57.55,25.78,148.08,21.62,3262.17,3
8728,108.99,180.07,52.44,29.08,126.08,17.97,2697.26,4
8729,108.9,215.27,58.46,29.25,64.74,16.43,3104.13,4
8730,89.29,187.85,48.31,31.98,76.54,20.49,2961.46,4
8731,101.63,205.82,55.3,27.35,89.95,22.63,2841.96,5
8732,98.59,202.8,56.04,25.89,88.12,17.89,3045.45,5
8733,86.24,205.5,48.88,31.99,58.39,20.73,2494.14,4
8734,99.84,201.64,46.26,27.21,118.94,17.02,3008.65,1
8735,100.72,189.24,46.72,27.51,148.81,21.47,2902.62,5
8736,84.68,198.07,49.33,31.05,126.0,19.4,2879.23,0
8737,97.25,206.64,48.21,29.39,131.92,19.57,2835.82,5
8738,101.95,200.74,47.98,34.99,121.78,22.26,2960.11,4
8739,96.31,203.93,47.12,34.05,59.53,21.13,3046.84,3
8740,115.2,203.09,52.04,34.65,53.6,21.65,2994.79,5
8741,84.83,187.41,47.42,28.3,105.89,19.4,3083.5,3
8742,100.26,187.78,47.82,28.38,121.29,22.36,3097.62,2
8743,107.46,180.55,50.47,29.7,86.42,22.64,2958.88,3
8744,100.8,213.76,49.81,27.38,142.96,20.34,3131.05,3
8745,91.39,216.25,49.83,30.34,138.66,22.45,3176.14,0
8746,99.54,212.08,41.02,27.39,126.02,21.65,3198.75,5
8747,115.31,210.92,48.07,24.35,52.55,17.86,3072.31,2
8748,113.7,185.08,43.34,32.27,116.57,20.67,3340.08,5
8749,92.73,188.78,44.5,31.58,75.67,20.4,2926.86,5
8750,112.62,195.71,55.96,30.54,87.33,23.4,3141.96,0
8751,93.34,209.87,45.99,31.71,93.04,17.94,2729.67,0
8752,99.49,181.54,49.3,35.69,76.64,17.91,2979.45,4
8753,93.46,204.88,53.08,31.26,73.16,20.4,3197.82,2
8754,78.5,218.05,55.38,29.02,55.71,17.94,3215.06,4
8755,93.83,203.92,50.88,35.34,125.12,15.75,3362.6,4
8756,102.53,191.8,41.84,26.23,87.68,17.95,3189.14,5
8757,110.57,193.68,50.39,20.41,89.01,18.71,3131.93,0
8758,90.63,203.39,50.0,25.8,117.06,19.67,2814.75,1
8759,109.96,207.62,45.3,38.44,91.02,22.98,3363.55,0
8760,84.89,191.83,37.04,23.34,103.48,19.24,3135.32,5
8761,87.42,183.15,49.95,30.9,128.38,22.4,2932.78,1
8762,92.17,193.05,50.55,29.45,84.23,20.76,2349.03,4
8763,102.53,211.96,48.8,26.59,123.31,20.86,3230.73,2
8764,113.78,182.05,53.01,35.91,119.62,17.03,2832.52,4
8765,111.38,207.73,41.13,35.06,109.96,19.59,2989.02,2
8766,118.37,209.15,53.12,32.89,83.21,21.01,3389.34,3
8767,111.67,187.86,48.7,33.97,52.74,17.93,2976.39,3
8768,114.95,205.88,50.12,31.07,84.54,20.68,2729.74,0
8769,93.04,191.9,50.74,34.78,96.7,17.59,3066.79,3
8770,89.86,199.4,60.87,31.06,110.02,17.79,3296.55,0
8771,109.84,194.4,55.09,29.39,56.84,21.99,2978.11,1
8772,112.1,205.59,48.52,29.89,126.68,18.61,3095.53,0
8773,99.15,201.93,57.67,25.23,125.64,21.74,3290.92,1
8774,112.94,201.58,56.65,29.51,113.25,18.8,3001.81,1
8775,107.41,185.73,49.33,33.07,73.79,15.99,2705.69,1
8776,108.49,208.22,55.26,27.38,86.4,20.58,2972.8,3
8777,111.42,216.97,58.73,33.12,75.18,20.95,3041.76,0
8778,100.35,212.81,42.48,29.14,56.21,20.76,2923.79,0
8779,93.8,180.21,52.52,30.81,80.57,18.53,3072.88,0
8780,95.6,200.79,50.08,27.85,52.91,20.05,2567.72,4
8781,93.73,219.86,50.5,23.07,99.84,20.24,3255.86,4
8782,109.54,217.69,53.22,31.16,113.57,20.78,3413.16,3
8783,98.1,206.69,54.99,22.22,108.33,20.21,2993.47,1
8784,88.27,219.74,55.97,37.1,113.2,21.05,2964.99,5
8785,104.38,203.36,59.04,29.22,143.42,18.84,3052.84,4
8786,114.01,217.3,49.15,35.73,64.56,17.67,3005.32,1
8787,122.02,186.83,47.85,29.95,98.36,20.81,3016.0,2
8788,81.42,216.67,63.53,35.94,122.21,19.28,2984.98,1
8789,94.88,214.1,64.33,29.38,79.27,21.04,3207.98,4
8790,96.93,207.72,50.85,28.99,135.56,20.27,2871.28,2
8791,96.22,198.0,54.22,32.85,72.41,17.76,3029.34,3
8792,90.69,198.55,45.31,29.49,94.14,20.68,2836.17,4
8793,93.58,198.68,55.49,29.78,149.29,20.12,2805.7,0
8794,97.83,199.42,40.12,31.53,69.01,18.17,2738.13,2
8795,101.03,182.41,51.45,24.38,70.62,19.5,2896.98,5
8796,85.63,183.42,49.77,28.47,101.37,22.9,2861.3,3
8797,96.3,219.53,45.54,30.39,61.8,17.78,3096.69,2
8798,93.76,184.97,53.65,29.99,114.98,17.61,2851.86,2
8799,99.28,217.05,49.78,30.28,53.03,20.44,3271.71,0
8800,100.94,219.12,54.11,27.15,114.23,17.31,3178.4,1
8801,88.18,188.04,51.22,24.52,97.9,19.18,2776.06,4
8802,99.24,203.01,60.9,31.67,127.74,22.23,2906.59,3
8803,91.64,184.5,50.07,30.81,113.51,19.28,2703.19,3
8804,100.65,204.68,46.1,33.18,90.95,21.24,2672.31,3
8805,111.7,182.67,51.15,31.38,135.32,18.66,3225.67,0
8806,96.61,206.38,44.31,25.16,51.57,17.75,2713.92,0
8807,92.83,206.21,52.27,36.75,88.8,20.47,3027.28,2
8808,107.39,183.31,48.56,34.86,102.5,17.88,2378.37,2
8809,89.99,214.15,39.83,23.44,145.71,20.73,3041.81,3
8810,102.99,185.76,54.5,36.14,128.22,17.25,2808.44,4
8811,95.57,217.12,56.09,31.19,116.11,19.45,3079.17,3
8812,112.14,202.7,47.27,31.71,50.62,18.19,3166.87,5
8813,89.38,219.62,44.41,29.81,96.0,19.6,3025.94,1
8814,76.0,189.69,47.54,31.23,79.21,17.89,3092.67,2
8815,99.03,208.84,55.05,26.7,83.77,17.2,2931.03,0
8816,97.15,193.62,53.53,29.85,69.84,19.05,3044.25,4
8817,97.61,204.06,51.65,28.82,147.47,20.58,2591.21,4
8818,108.43,206.56,51.3,31.16,106.78,17.13,3037.9,3
8819,109.29,218.52,50.3,37.11,94.7,20.04,2922.56,4
8820,84.52,203.56,47.1,29.81,122.94,19.38,3334.72,4
8821,96.23,205.29,46.58,36.3,97.02,18.42,3427.14,4
8822,102.64,191.23,54.32,29.06,83.73,22.36,3117.23,3
8823,92.32,212.26,45.2,34.6,92.19,19.16,3121.95,0
8824,107.97,213.58,51.08,28.58,76.25,14.75,2519.34,4
8825,97.63,196.08,39.27,33.19,109.55,22.61,2961.2,4
8826,98.67,206.93,43.99,32.88,141.96,19.8,3091.88,0
8827,96.93,192.22,52.23,30.12,96.25,14.32,2868.64,2
8828,92.7,199.97,44.67,28.12,54.72,18.46,2748.53,3
8829,106.04,196.09,49.5,35.81,54.65,23.83,3025.96,0
8830,99.18,209.25,51.4,35.56,133.77,18.77,3375.62,5
8831,109.29,197.61,44.49,32.63,127.15,17.83,3180.69,4
8832,81.44,187.03,42.3,34.73,73.78,18.66,3284.56,3
8833,98.06,205.47,46.03,25.29,113.97,17.91,2895.46,5
8834,94.08,195.64,42.56,35.27,144.76,19.68,3047.18,1
8835,116.98,184.33,51.6,31.26,59.46,19.5,2869.32,3
8836,98.23,193.55,46.54,33.56,91.1,23.0,3053.6,5
8837,103.81,205.37,51.71,32.05,142.79,21.22,2811.04,5
8838,92.9,200.77,47.65,30.42,66.22,23.97,3004.45,5
8839,91.83,211.1,47.68,35.03,110.12,21.48,2949.0,3
8840,100.79,218.75,48.36,26.41,115.48,17.78,3264.86,4
8841,105.94,190.14,46.43,34.43,119.24,21.27,2977.01,2
8842,99.04,187.02,45.56,29.08,67.49,20.04,3152.98,2
8843,99.04,183.81,59.45,31.96,63.66,22.4,3076.07,3
8844,116.0,204.72,57.15,30.21,119.7,19.98,2970.83,3
8845,85.44,194.41,58.43,25.75,116.96,23.28,2859.73,2
8846,91.53,194.41,52.91,33.76,128.42,19.77,2819.38,3
8847,92.08,186.88,50.75,29.18,144.51,18.86,3339.06,2
8848,98.34,212.14,43.22,30.32,64.5,13.91,3055.4,3
8849,105.35,187.73,62.33,32.04,149.27,20.71,2988.34,2
8850,100.69,207.2,54.6,26.67,76.62,23.38,3022.58,0
8851,93.73,210.91,54.98,35.58,134.96,19.44,2970.37,4
8852,111.27,218.3,55.76,25.43,57.59,20.67,3067.02,2
8853,104.32,198.27,45.28,27.82,141.49,18.66,3191.46,2
8854,71.93,188.34,48.88,26.58,88.91,17.02,3084.13,3
8855,95.74,182.73,50.76,31.56,74.1,20.29,3245.43,3
8856,102.56,192.64,50.33,34.6,147.56,20.59,2980.46,1
8857,89.29,187.16,57.43,31.25,76.18,23.08,3233.22,5
8858,98.64,186.55,44.97,30.84,125.2,16.91,2986.46,3
8859,84.82,209.88,52.69,31.57,142.43,21.71,3233.23,1
8860,116.22,212.01,46.75,28.13,148.47,19.12,3324.78,3
8861,90.2,183.12,47.64,29.64,140.61,18.44,2691.18,1
8862,96.94,206.61,54.12,31.74,65.33,17.65,3000.24,4
8863,78.65,208.82,56.11,27.05,118.61,20.57,3001.68,3
8864,101.46,199.31,48.31,36.67,90.31,17.06,2934.0,3
8865,88.22,219.26,51.7,33.33,51.16,21.01,3150.05,5
8866,90.15,212.91,48.19,31.32,64.4,19.24,2674.49,3
8867,112.16,194.29,50.15,36.56,106.56,20.02,2920.82,4
8868,103.0,204.61,51.35,29.18,57.8,19.47,3100.4,1
8869,95.13,194.86,48.25,34.39,89.72,20.43,2999.25,0
8870,101.99,191.27,49.22,32.03,96.11,22.96,3231.28,5
8871,88.32,183.01,53.25,28.16,72.26,22.12,3043.69,1
8872,103.02,193.66,57.93,29.97,124.64,20.12,3034.76,1
8873,91.28,185.89,51.82,33.39,137.84,19.35,3009.84,3
8874,97.37,206.71,51.88,27.86,92.64,18.34,3153.45,0
8875,108.06,186.76,50.04,35.48,138.05,21.13,2960.35,3
8876,100.04,182.76,55.19,31.31,122.09,16.9,3314.78,5
8877,85.95,215.07,53.01,29.65,63.39,19.92,3119.04,0
8878,96.26,194.05,46.97,28.05,59.56,17.98,2601.16,0
8879,93.33,205.28,46.29,26.43,100.68,20.81,2781.25,1
8880,80.04,207.81,46.57,28.47,109.84,18.93,2857.97,4
8881,116.8,198.88,50.12,32.84,63.06,21.88,2980.66,4
8882,91.43,216.06,50.69,29.16,134.43,19.73,2785.41,4
8883,117.41,218.27,47.38,33.16,63.82,18.34,3149.21,5
8884,99.39,194.4,49.82,32.39,136.61,22.69,3167.81,0
8885,95.94,217.99,44.12,31.47,74.33,17.76,2949.19,4
8886,114.92,219.59,38.13,26.18,78.22,17.2,3035.55,1
8887,85.63,209.4,51.79,35.3,143.45,19.04,3104.54,0
8888,106.54,193.35,48.24,27.87,58.16,23.39,3055.27,1
8889,100.58,218.11,45.41,33.44,77.2,19.28,3078.77,2
8890,109.71,194.77,40.96,30.01,135.18,20.62,2766.39,2
8891,93.48,199.07,47.99,29.47,81.96,21.6,2747.61,2
8892,79.57,203.03,48.17,35.78,57.64,18.82,2593.77,3
8893,112.05,193.35,51.49,26.44,64.46,19.38,3008.49,3
8894,114.75,189.84,49.99,34.65,117.33,18.11,3131.83,1
8895,99.57,180.58,51.94,32.05,106.92,21.11,3167.58,1
8896,97.51,205.33,51.17,35.96,64.01,19.47,2752.01,4
8897,104.41,182.32,51.34,33.71,80.16,17.62,3290.18,2
8898,101.89,199.57,48.97,27.31,126.87,19.44,3029.46,3
8899,107.36,195.54,56.58,30.53,99.62,17.11,3095.4,5
8900,93.16,194.54,51.54,32.78,50.41,18.97,3054.31,2
8901,97.02,183.95,44.33,27.86,130.22,17.7,2728.37,5
8902,111.87,207.69,46.19,32.44,64.96,22.23,3216.9,3
8903,111.71,208.3,47.36,25.5,63.4,21.09,3021.24,3
8904,89.19,180.03,45.93,33.54,94.55,18.63,2950.65,0
8905,103.05,182.8,43.25,32.69,116.25,23.37,2732.19,1
8906,99.09,199.11,66.75,33.28,138.62,15.82,2618.93,1
8907,107.43,218.02,45.95,31.91,123.96,19.69,2914.78,5
8908,77.69,193.5,43.77,25.27,130.96,20.01,3166.2,3
8909,101.17,192.93,43.44,30.57,65.46,18.01,3055.48,0
8910,97.75,195.14,48.08,29.07,140.78,19.92,3270.24,4
8911,101.11,190.93,57.85,26.83,52.22,17.42,3383.18,4
8912,114.05,213.03,48.7,28.55,134.82,24.83,2556.13,2
8913,81.99,201.78,47.76,28.44,88.41,18.53,3005.43,0
8914,87.74,210.42,55.5,28.7,99.17,20.12,3411.43,0
8915,98.43,189.07,46.33,30.09,78.41,20.19,2889.72,1
8916,90.69,180.91,34.3,31.87,134.6,21.12,3093.9,1
8917,100.1,182.1,42.74,28.86,140.04,24.27,2988.44,2
8918,106.23,203.44,45.35,33.84,51.65,18.04,3067.08,3
8919,97.54,198.67,43.96,30.05,117.95,16.94,2950.61,5
8920,102.44,182.49,52.44,26.02,63.13,19.25,2967.48,3
8921,114.21,209.77,55.3,26.58,83.01,17.83,3223.87,0
8922,113.34,183.03,46.44,31.7,74.29,21.74,2908.8,5
8923,84.66,214.37,46.89,27.39,126.12,21.81,2940.75,3
8924,93.96,193.97,39.06,30.74,139.19,18.18,2741.9,5
8925,120.64,207.36,46.04,27.14,131.54,19.19,3244.38,4
8926,96.05,202.24,49.02,29.08,65.14,20.84,3161.37,3
8927,97.01,197.42,52.89,31.88,100.45,24.09,2946.25,4
8928,103.58,211.74,54.6,27.99,96.36,19.7,2909.36,2
8929,93.7,185.7,46.73,28.13,90.57,20.28,2589.7,2
8930,98.13,202.12,47.43,27.16,97.3,20.71,2903.05,4
8931,118.26,189.64,55.79,33.91,85.53,19.42,2693.29,5
8932,111.69,190.6,57.71,31.41,57.1,18.03,2720.58,4
8933,113.62,200.52,45.84,30.54,149.86,19.2,2950.3,4
8934,100.42,210.83,47.91,29.81,115.28,22.12,2953.93,5
8935,88.54,217.41,42.89,25.39,135.06,21.08,3179.71,5
8936,98.56,187.82,49.36,30.89,75.76,18.32,2972.29,0
8937,85.58,209.21,50.79,27.07,131.03,17.64,3210.98,1
8938,101.67,195.78,41.57,31.9,115.52,22.66,3134.11,2
8939,99.93,209.28,51.18,32.88,138.76,17.63,3008.02,2
8940,77.99,198.92,54.38,31.24,93.26,19.9,2759.72,2
8941,109.15,199.6,49.95,32.28,92.35,21.84,2705.73,5
8942,107.43,216.45,53.57,28.14,149.47,22.59,3017.51,0
8943,94.14,192.16,48.45,33.75,131.11,18.52,2808.73,2
8944,103.34,195.38,54.06,34.31,149.58,19.92,3419.43,0
8945,101.54,213.36,44.69,32.69,50.43,16.8,2833.56,4
8946,101.73,205.85,48.52,34.54,145.83,22.17,2855.6,0
8947,92.77,196.89,52.04,30.5,56.68,21.18,3202.29,0
8948,104.84,184.26,46.62,33.52,132.83,19.89,3006.85,0
8949,88.16,180.31,50.53,21.89,53.9,17.87,3233.76,3
8950,91.37,191.71,51.08,26.64,78.85,22.03,3020.25,0
8951,92.97,186.09,54.46,31.59,73.42,17.92,2751.19,5
8952,99.91,183.61,46.52,30.04,142.75,21.55,3083.74,1
8953,96.54,197.61,49.52,33.51,88.93,25.98,3024.47,3
8954,88.9,217.75,52.54,25.47,70.65,19.19,2848.25,2
8955,88.5,214.92,59.11,24.35,138.49,21.91,3053.83,3
8956,107.28,213.47,52.64,28.37,91.24,22.64,2800.56,0
8957,105.37,203.01,51.65,30.93,76.72,20.12,3148.45,3
8958,133.98,197.62,42.44,35.15,73.08,20.99,2791.52,5
8959,110.21,194.64,55.58,33.08,63.17,17.51,2940.03,0
8960,92.35,204.69,47.21,31.16,111.98,21.39,2743.39,4
8961,94.96,208.37,54.91,36.48,109.03,18.55,3160.83,5
8962,100.91,183.51,53.07,33.32,147.0,18.68,3034.3,5
8963,100.32,180.95,47.3,28.43,143.56,23.72,3147.51,4
8964,108.61,184.6,55.16,35.08,79.61,18.53,3153.13,1
8965,104.14,181.39,44.56,29.85,57.73,15.45,3078.07,5
8966,103.31,193.0,43.29,33.02,104.59,22.47,3056.06,4
8967,87.02,205.5,53.34,34.51,79.22,20.2,3061.66,2
8968,110.36,218.49,41.79,30.7,76.07,17.9,3068.26,3
8969,120.47,213.03,50.94,29.41,58.4,17.16,3129.7,3
8970,91.95,190.22,53.03,31.4,121.98,19.17,2926.51,1
8971,92.11,181.43,43.38,28.35,56.05,21.59,2908.12,2
8972,116.23,183.6,41.64,24.33,109.1,19.65,2859.49,0
8973,95.21,202.82,44.69,28.69,70.47,17.62,3102.32,4
8974,93.58,200.94,50.25,30.7,103.65,16.16,3204.76,4
8975,110.1,190.09,42.78,30.99,142.04,17.18,3115.47,1
8976,105.11,199.14,56.51,30.36,126.07,14.07,2939.47,4
8977,97.59,195.95,53.71,30.39,140.04,17.72,2784.84,5
8978,126.12,204.12,52.31,29.1,71.01,19.47,2833.5,0
8979,97.94,217.78,47.63,27.08,103.93,19.21,2942.38,2
8980,98.94,213.13,50.89,31.26,90.59,20.08,2786.67,3
8981,90.08,194.96,55.3,27.98,129.07,19.12,3075.95,0
8982,90.97,185.28,57.23,28.75,103.57,20.03,3394.28,4
8983,106.77,185.4,39.19,31.98,64.93,21.8,3067.67,5
8984,87.47,205.36,49.2,31.54,123.24,20.74,2925.53,2
8985,95.26,191.98,50.19,28.56,80.18,22.66,3222.43,4
8986,98.08,186.67,54.67,28.84,124.3,23.09,3082.02,5
8987,109.36,203.83,55.07,32.2,119.45,19.27,3079.33,5
8988,118.87,207.41,51.55,28.64,109.71,20.16,2776.45,1
8989,106.75,210.69,43.78,29.4,129.91,21.59,3130.11,3
8990,103.09,207.5,47.81,33.66,76.17,22.49,3037.37,0
8991,105.98,188.97,51.62,26.77,52.79,19.24,3186.91,5
8992,115.16,214.99,42.39,30.87,131.86,21.63,2793.1,3
8993,97.11,204.77,46.53,30.16,94.4,21.33,3040.83,4
8994,102.34,184.48,47.7,34.11,57.82,19.83,3111.85,4
8995,109.18,191.71,54.21,24.66,92.68,18.22,3034.66,5
8996,113.04,191.99,55.32,29.11,76.18,18.41,2778.57,0
8997,94.88,201.37,44.85,31.59,90.0,20.55,2941.96,3
8998,109.91,211.66,52.0,28.77,52.41,22.12,2950.57,0
8999,96.27,201.85,54.91,32.03,140.85,18.27,3222.62,2
9000,103.6,182.16,50.32,27.06,146.42,17.19,3034.78,2
9001,106.34,217.1,42.02,30.9,127.95,20.31,2924.9,3
9002,107.13,182.1,50.27,34.25,116.4,21.36,2942.39,4
9003,95.17,196.36,44.86,26.63,57.94,18.51,2964.06,3
9004,80.78,200.78,45.35,26.66,98.61,19.59,2836.52,1
9005,92.39,210.6,52.41,30.96,79.37,19.0,2651.18,5
9006,105.18,193.41,52.32,25.76,145.87,19.51,3073.49,3
9007,113.66,186.95,57.3,31.17,56.26,20.98,2923.83,1
